"ID","Kalimat","Kelas"
"363","(Papua) 456Jumlah kehadiran dari Fraksi Partai Demokrat 46 dari 61 orang Anggota5 .","Statement"
"364","FRAKSI PARTAI AM AN AT NASIONALNOURUT NAMANOMORANGGOTA1 .","Statement"
"365",":MULFACHRI HARAHAP, S. H. (Sumut 1)4592 .","Other"
"366","H. NASRIL BAHAR, S. E. (Sumut III)4613 .","Suggestion"
"367","jH .","Other"
"368","JON ERIZAL, S. E. M. B. A. (Piaul)4634 .","Statement"
"369","H. A. BAKRI HM, S. E. | (Jambi)4645-Ir .","Statement"
"370","H. ACHMAD HAFISZ TOHIR! (Sumsel 1)4656 .","Statement"
"371","HANNA GAYATRI, S. H. ! (Sumsel II)4667 .","Opinion"
"372","j Hj. DEWI CORYATI, M. SI .","Other"
"373","1 (Bengkulu)4678 .","Other"
"374","jI ZULK1FLI HASAN, S. E. , M. M. ! (Lampung l - KETUA MPR Rl)4689 .","Other"
"375","Ir. ALIM1N ABDULLAHI (Lampung II)46910 .","Opinion"
"376","\ H. ASMAN ABNUR, S. E. , M. Si .","Other"
"377","L I KeM iL____________ _____________________________  .","Other"
"378","47015NOURUT NAMANOMORANGGOTA11 .","Other"
"379","PRIMUS YUSTISIO(Jabar V) 47312 .","Opinion"
"380","LUCKY HAKIM(Jabar VI) 47413 .","Statement"
"381","DAENG MUHAMMAD, S. E. , M. Si .","Other"
"382","(Jabar VII) 47514 .","Other"
"383","BUDI YOUYASTRI(Jabar X) 476 115 .","Statement"
"384","YAYUK BASUKI(Jateng I) 478 j16 .","Other"
"385","Hj. LAI LA ISTIANA DS, S. E. (Jateng IV) 47917 .","Other"
"386","MOHAMMAD HATTA(Jateng V) 48018 .","Other"
"387","Ir. H. TJATUR SAPTO EDY, M. T. (Jateng VI) 48119 .","Other"
"388","Ir. TAUFIK KURNIAWAN, M. M. (Jateng VII - Wakil Ketua DPR Rl) 48220 .","Other"
"389","AMMY AMALIA FATMA SURYA, S. H. M. Kn .","Other"
"390","(Jateng VIII) 48321 .","Other"
"391","jIr .","Other"
"392","H. TEGUH JUWARNO, M. Si .","Other"
"393","(Jateng IX) 48422 .","Other"
"394","|IANDRIYANTO JOHAN SYAH(Jateng X) 48523 .","Other"
"395","H. A. HANAFI RAIS .","Other"
"396","S. I. P. , M. P. P. (DIY)48624 .","Other"
"397","jH .","Other"
"398","SUNGKONO(Jatim 1)48725 .","Other"
"399","ANANG HERMANSYAH! (Jatim IV)48826 .","Other"
"400","H. TOTOK DARYANTO, S. E. 1 (Jatim V)48927 .","Other"
"401","I Ir. A. RiSKI SADIGI (Jatim VI)49028 .","Other"
"402","EKO HENDRO PURNOMO, S. Sos .","Other"
"403","(Jatim VIII)49129 .","Other"
"404","H. y a NDRI SUSANTq(Banten 11)49430 .","Statement"
"405","M. ALI TAHER PARASONG(Banten III)495,__________ l31 .","Other"
"406","H. MUHAMMAD SYAFRUDIN, S. T. M. M. (NTB)49632 .","Statement"
"407","H. SYAHRULAN PUA SAWA(NTT 1)49733 .","Statement"
"408","H. SUKIMAN, S. PD .","Other"
"409",", M. M. (Kalbar)49816NOURUTNAMA ! NOMORANGGOTA34 .","Other"
"410","Dra. YASTI SOEPREDJO MOKOAGOW(Sulut) 50035 .","Other"
"411","lr .","Other"
"412","H. AND! TAUFAN TIRO(Sulsel II) j 5U^36 .","Other"
"413","AMRAN, S. E. I (Sulsel III)37 .","Other"
"414","Dra. Hj, Tina Nur Alam, M. M. ! _rt .","Other"
"415","(Suite) | 504Jumlah kehadiran dari Fraksi Partai Amanat Nasional 37 dari 48 orang Anggota6 .","Opinion"
"416","FRAKSI PARTAI KEBANG1KTAN BANGSANOURUTNAMA NOMORANGGOTA1 .","Other"
"417","H. IRMAWAN, S. Sos .","Other"
"418",", M. M. (Aceh 1) 372 .","Opinion"
"419","MARWAN DASOPANG(Sumut II) 383 .","Other"
"420","lr .","Other"
"421","H. MUHAMMAD LUKMAN EDI, M. Si .","Other"
"422","(Riau II) 394 .","Other"
"423","BERTU MERLAS, S. T. (Sumsel II) 415 .","Other"
"424","Hj. CHUSNUNIA CHALIM, M. SI .","Other"
"425","(Lampung II) 43|6 .","Other"
"426","H. CUCUN AHMAD SYAMSURIJAL, S. Ag .","Other"
"427","1 (Jabar II) 447 .","Other"
"428","iNENG EEM MARHAMAH ZULFA HIZ, S. Fil .","Other"
"429","(Jabar III) 458 .","Other"
"430","KRISNA MUKTI(Jabar VII) 469 .","Statement"
"431","H. DEDI WAHIDi, S. Pd .","Other"
"432","(Jabar VIII) 4710 .","Other"
"433","H. MAMAN IMANULHAQ(Jabar IX) 4811 .","Statement"
"434","H. YANUAR PRIHATIN, M. Si .","Other"
"435","(Jabar X)4912 .","Other"
"436","|H .","Other"
"437","MARWAN JAFAR(Jateng III)5313 .","Statement"
"438","Drs. H. MOHAMAD TOHA, S. Sos .","Other"
"439",", M. Si .","Other"
"440","I (Jateng V)5414 .","Other"
"441","H. ABDUL KADIR KARDING, S. PL M. Si .","Other"
"442","(Jateng VI) 5515 .","Other"
"443","SiTI MUKAROMAH, S. Ag .","Other"
"444","(Jateng_VIII )5716 .","Other"
"445","H. BAHRUDIN NASORI, S. SI .","Other"
"446",", M. M. (Jateng IX) 58i17NOURUT NAMANOMOR ANGGOTA j17 .","Opinion"
"447","H. AGUS SULISTIYONO .","Other"
"448","S. T. , M. T. (DIY) 61 i18 .","Other"
"449","H. IMAM NAHRAWI, S. Ag .","Other"
"450","(Jatim 1)!62 j| j19 .","Other"
"451","H. SYAIKHUL ISLAM ALI, Lc .","Other"
"452",", M. Sos .","Other"
"453","(Jatim 1) 6320 .","Other"
"454","Hj. NIHAYATUL WAFIROH, M. A. (Jatim III) 6521 .","Other"
"455","Ir. M. NASiM KHAN(Jatim IJH 6622 .","Other"
"456","Drs. H. M. SYAIFUL BAHRI ANSHORI, M. P. (Jatim IV) 6723 .","Other"
"457","HADI ZAINAL ABIDIN, S. Pd .","Other"
"458",", M. M. (Jatim IV) 6824 .","Other"
"459","Dra. Hj. LATHIFAH SHOHIB(Jatim V) 6925 .","Other"
"460","H. ANIM F. MAHRUS(Jatim VI) 7026 .","Other"
"461","Drs. H. ABD .","Other"
"462","MUHAIMIN ISKANDAR, M. Si .","Other"
"463","(Jatim VIII) 7227 .","Other"
"464","H. JAZILUL FAWAID, S. Q. , M. A. (Jatim X) 7528 .","Other"
"465","Dra. Hj. SITI MASRIFAH, M. A. (Banten III) 7729 .","Other"
"466","Ir. H. A. HELMY FAISHAL ZAINI(NTB)7830 .","Other"
"467","Dr. H. ZAINUL AR1FIN NOOR, S. E. , M. M. (Kalsel 1)8031 .","Other"
"468","ROHANI(Maluku)8232 .","Other"
"469","PEGGI PATRISIA PATTIPI(Papua)83Jumlah kehadiran dari Fraksi Partai Kebangkitan Bangsa 32 dari 47 orang Anggota7 .","Statement"
"470","FRAKSI PARTAI KEADILAN SEJAHTERANOURUTNAMANOMORANGGOTA1 .","Other"
"471","H. MUHAMMAD NASIR DJAMIL, S. Ag .","Other"
"472","(Aceh 1)842 .","Other"
"473","TIFATUL SEMBIRING(Sumut 1)85\18NOURUTNAMANOMORANGGOTA3 .","Other"
"474","H. ISKAN QOLBA LUBIS, M. A. (Sumut II)864 .","Other"
"475","ANSORY SIREGAR, Lc .","Other"
"476","(Sumut III)875 .","Other"
"477","H. REFRIZAL(Sumbar II) 896 .","Other"
"478","Drs. H. CHAIRUL ANWAR, Apt .","Other"
"479","(Riau 1) 907 .","Other"
"480","H. MUSTAFA KAMAL, S. S. (Sumsel 1) 918 Drs AL MUZZAMMIL YUSUF, MSi (Lampung 1) 939 .","Other"
"481","K. H. ir .","Other"
"482","ABDUL HAKIM, M. M. (Lampung II) 9410 .","Other"
"483","H. AHMAD ZAINUDDIN, Lc .","Other"
"484","(OKI Jakarta 1) 9511 .","Other"
"485","Drs. H. ADANG DARADJATUN(DKI Jakarta III) 9712 .","Other"
"486","H. ECKY AWAL MUCHARAM, S. E. Ak. (Jabar III) 10013 .","Other"
"487","Ir. H. YUDi WIDIANA ADIA, M. Si .","Other"
"488","(Jabar IV) 10114 .","Other"
"489","H. TB .","Other"
"490","SOENMANDJAJA(Jabar V) 10215 .","Other"
"491","H. MAHFUDZ ABDURRAHMAN .","Other"
"492","S. Sos .","Other"
"493","(Jabar VI) 10316 .","Other"
"494","Dr. H. SA'DUDDIN, M. M. (Jabar VII) 10417 .","Other"
"495","Dr. MOHAMAD SOHIBUL (MAN(Jabar XI) 10818 .","Other"
"496","Dr. H. M. GAMARI SOETRISNO(Jateng III) 10919 .","Other"
"497","Drs. H. HAMID NOOR YASIN, M. M. (Jateng IV) 11020 .","Statement"
"498","H. ABDUL KHARIS ALMASYHARI, S. E. , M. Si .","Other"
"499",", Akt. (Jateng V) 11121 .","Other"
"500","Drs. ABDUL FIKRI, M. M. (Jateng IX) 11222 .","Other"
"501","Dr. H. SUKAMTAjpm_____ 113\23 .","Other"
"502","IIr .","Other"
"503","H. SIGIT SOSIANTOMO(Jatim 1) 114I1 Dr ZULKIEFLIMANSYAH, SE,MSc(Banten II) 1161 25 .","Other"
"504","H. JAZULI JUWAINI, Lc .","Other"
"505",", M. A. (Banteng III)11719NOURUTNAMANOMORANGGOTA26 .","Other"
"506","H. FAHRI HAMZAH, S. E. (NTB- Wakil Ketua DPR Rf)118 .","Opinion"
"507","I27 .","Other"
"508","H. ABOE BAKAR AL-HABSYI, S. E. (Kalsel 1)11928 .","Other"
"509","H. HAD! MULYADI, S. Si .","Other"
"510",", M. Si .","Other"
"511","(Kaltim)120 .","Other"
"512","I29 .","Other"
"513","TAMSILLINRUNG(Sulsel 1)j12130 .","Other"
"514","MUHAMMAD YUDI KOTOUKY(Papua)123Jumlah kehadiran dari Fraksi Partai Keadilan Sejahtera 30 dari 40 orang Anggota8 .","Other"
"515","FRAKSI PARTAI PERSATUAN PEMBANGUNANNOURUT NAMANOMORANGGOTA1 .","Other"
"516","Drs. H. ANWAR IDRIS(AcehIII) 5062 .","Other"
"517","Drs. H. HASRUL AZWAR, M. M. (Sumut 1) 5073 .","Other"
"518","MUHAMMAD IQBAL, S. E. , M. Com .","Other"
"519","(Sumbar II) 5104 .","Other"
"520","Dra. Hj, OKKY ASOKAWATI, M. SI .","Other"
"521","(DKI Jakarta II)i5135 .","Other"
"522","Dr. H. R. ACHMAD DIMYATI NATAKUSUMAH, S. H. , M. H. , M. Si .","Other"
"523","(DKI Jakarta III) 5146 .","Other"
"524","H. JOKO PURWANTO(Jabar III) 515j:7 .","Other"
"525","Dr. Hj. RENl MARLINAWATI(Jabar IV) 5168 .","Other"
"526","H. ACHMAD FARIAL(Jabar V) 5179 .","Other"
"527","H. DONY AHMAD MUNIR, S. T. , M. M. (Jabar IX) 51910 .","Other"
"528","ASEP A. MAOSHUL AFFANDY(Jabar X) 52011 .","Other"
"529","Hj. NURHAYATI(Jabar XI) 521L _|12 .","Other"
"530","H. MUKHLISIN(Jateng II) 522 j13 .","Other"
"531","H. MOH .","Other"
"532","ARWANI THOMAFI(Jateng III) 52314 .","Other"
"533","KH .","Other"
"534","MUSLICH ZA .","Other"
"535","(Jateng VI) 524 j15 .","Other"
"536","ACHMAD MUSTAQIM, S. P. , M. M. (Jateng VIII)I I52620NOURUTNAMA'INOMORANGGOTA16 .","Other"
"537","H. ARSULSANI, S. H. , M. Si .","Other"
"538","( JatengX)52817 .","Other"
"539","H. MUSTOFA ASSEGAF .","Other"
"540","M. Si .","Other"
"541","(Jatim II)52918 .","Other"
"542","SY .","Other"
"543","ANAS THAHIR(Jatim III) 530 |19 .","Other"
"544","H. ISKANDAR D. SYAICHU, S. E. (Jatim X)!--------------~--- !531i20 .","Other"
"545","Hj. IRNA NARULITA, SE .","Other"
"546",",MM(Banten 1)----- i533I21 .","Other"
"547","Hj. KARTIKA YUDHISTI, B. Eng .","Other"
"548",", M. Sc .","Other"
"549","(Banten II) 53422 .","Other"
"550","Drs. H. IRGAN CHIRUL MAHFIZ, M. Si .","Other"
"551","(Banten III) 53523 .","Other"
"552","Dra. Hj. ERMALENA MHS .","Other"
"553","(NTB) 53624 .","Other"
"554","H. SYAIFULLAH TAMLIHA, S. Pi, .","Other"
"555","M. S. (Kalsel 1) 53825 .","Other"
"556","H. MUHAMMAD ADITYA MUFTI ARIFIN, S. H. (Kalsel II) 53926 .","Other"
"557","Hj. KASRIYAH(Kaltim) 540 j27 .","Other"
"558","H. M. AMIR USKARA, M. Kes .","Other"
"559","(Sulsel 1)]54128 .","Other"
"560","Dr. H. MZ .","Other"
"561","AMIRUL TAM1M, M. Si .","Other"
"562","(Sultra) 544Jumlah kehadiran dari Fraksi Partai Persatuan Pembangunan 28 dari 39 orang Anggota9 .","Request"
"563","FRAKSI PARTAI NASDEMNO l M A M AURUT I NAMANOMORANGGOTA1 .","Other"
"564","I Prof. Dr. BACHTIAR ALY .","Other"
"565","M. A. I (Aceh 1} 12 .","Other"
"566","1 ZULFAN LINDANi (Aceh II) 23 .","Other"
"567","\ PRANANDA SURYA PALOH 1 (Sumut 1) 34 .","Other"
"568","SAHAT SILABAN(Sumut II) 45 .","Other"
"569","H. ENDRE SAIPOEL(Sumbar 1) 66 .","Other"
"570","PATRICE RIO CAPELLA, S. H. (Bengkulu) \ 8 |21NOURUTNAMA NOMORANGGOTA7 .","Other"
"571","Drs. TAMANURI, M. M. (Lampung II)9j8 .","Other"
"572","Drs. H. NY AT KADIR(KEPRI) 10 !9 .","Other"
"573","H. AHMAD SAHRONI, S. E. (DKIJakarta III) 1110 .","Other"
"574","MAYJEN TNI (Purn) SUPIADIN ARIES SAPUTRA(JabarXl)1211 .","Other"
"575","ALI MAHIR(Jateng II) 1412 .","Other"
"576","DONNY IMAM PRIAMBODO, S. T. , M. M. (Jateng III) 1513 .","Other"
"577","Drs. KH .","Other"
"578","CHOIRUL MUNA(Jateng VI) 1614 .","Other"
"579","Drs. H. HASAN AMINUDIN, M. Si .","Statement"
"580","(Jatim II) 1815 .","Other"
"581","Drs. T. TAUFIQULHADI, M. Si .","Statement"
"582","(Jatim IV) 1916 .","Other"
"583","KRESNA DEWANATA PHROSAKH(Jatim V) 2017 .","Other"
"584","Drs. H. SOEHARTONO(Jatim VIII) 2318 .","Other"
"585","H, SLAMET JUNAIDIj f Jatim XI) 2419 .","Other"
"586","Hj. TRI MURNY, S. H. (Banten 1) 2520 .","Statement"
"587","Dr. H. KURTUBI, S. E. , M. Sp .","Statement"
"588",", M. Sc .","Other"
"589","(NTB) 2621 .","Other"
"590","VICTOR BUNGTILU LAISKODAT(NTT II) 2822 .","Other"
"591","H. SYARIF ABDULLAH ALKADRIE(Kaibar) 29Jumlah kehadiran darl Fraksi Partai Nasional Demokrat 22 dari 36 orang Anggota10 .","Other"
"592","FRAKSI PARTAI HANURANOURUTNAMA NOMORANGGOTA! "" 1 .","Other"
"593","Ir. NURDIN TAMPUBOLON(Sumut 1) 5452 .","Statement"
"594","RUFINUS HOTMAULANA HUTAHURUK, S. H. , M. M. , M. H. (Sumut II) 5463 .","Statement"
"595","FAUZIH H. AMRO, M. Si .","Other"
"596","(Sumsel l) 5484 .","Other"
"597","] FRANS AGUNG MULA PUTRA, S. Sos .","Other"
"598",", M. H. (Lampung 1) 549225 .","Other"
"599","MOH .","Other"
"600","ARIEF S. SUDITOMO, S. H. , M. A. (Jabar 1) 5506 .","Statement"
"601","H. DADANG RUSDIANA, S. E. , M. Si .","Other"
"602","(Jabar II) 5517 .","Other"
"603","CAPT .","Other"
"604","H. DJONI ROLINDRAWAN, S. E. , M. Mar .","Other"
"605",", M. B. A. (Jabar III) 5528 .","Statement"
"606","M1RYAM S. HARYANI, M. Si,(Jabar VIII) 5539 .","Statement"
"607","Dr. H. DOSSY iSKANDAR PRASETYO(Jatim VIII) 55410 .","Statement"
"608","Dr. H. M. FARID ALFAUZI(Jatim Xi) 55511 .","Statement"
"609","H. INAS .","Other"
"610","NASRULLAH ZUBIR, B. E. , S. E. (Banten III) 55612 .","Statement"
"611","LALU GEDE SYAMSUL MUJAHIDIN, S. E. (NTB) 55713 .","Other"
"612","SALEH HUSIN, S. E. , M. Si .","Other"
"613","(NTT II) 55814 .","Other"
"614","Hj. DEWiE YASIN LIMPO, S. E. (Suls&l 1) 560Jumlah kehadiran dari Fraksi Partai HANURA 14 dari 16 orang Anggota23KETUA RAPAT (lr TAUFIK KURNIAWAN, MM/FPAN):Baik, kita mulai .","Statement"
"615","Bismiliahirohmanirohim,Assalamu'alaikum WarrahmatullahiWabarakatuh .","Other"
"616","Yang terhormat seluruh Pimpinan dan Anggota Badan Pemeriksa Keuangan berserta jajarannya,Yang kami hormati segenap Anggota DPR Ri yang kami cintai semuanya .","Statement"
"617","Pertama-tama marilah kita mengucapkan puji dan syukur kehadirat Allah SWT, Tuhan Yang Maha Kuasa yang telah melimpahkan rahmat dan karunia- Nya kepada kita semua, sehingga kita dapat mengikuti Rapat Paripurna DPR RI pada hari ini dalam keadaan sehat walafiat untuk melaksanakan tugas konstitusional .","Statement"
"618","Menurut catatan dari Sekretariat Jenderai DPR RI daftar hadir pada pertemuan permulaan Rapat Paripurna hari ini adalah sejumlah 284 orang Anggota, terdiri dari;1 .","Statement"
"619","Fraksi PDI Perjuangan2 .","Other"
"620","Fraksi Partai Golkar3 .","Other"
"621","Fraksi Partai Gerakan Indonesia Raya4 .","Other"
"622","Fraksi Partai Demokrat5 .","Other"
"623","Fraksi Partai Amanat Nasional6 .","Other"
"624","Fraksi Partai Kebangkitan Bangsa7 .","Other"
"625","Fraksi Partai Keadilan Sejahtera8 .","Other"
"626","Fraksi Partai Persatuan Pembangunan9 .","Other"
"627","Fraksi Partai Nasdem10 .","Other"
"628","Fraksi Partai Hati Nurani Rakyat55 dari 106 orang anggota .","Statement"
"629","42 dari 90 orang anggota .","Statement"
"630","40 dari 73 orang anggota .","Statement"
"631","30 dari 60 orang anggota .","Statement"
"632","28 dari 48 orang anggota .","Statement"
"633","18 dari 47 orang anggota .","Statement"
"634","23 dari 40 orang anggota .","Statement"
"635","20 dari 39 orang anggota .","Statement"
"636","18 dari 36 orang anggota .","Statement"
"637","10 dari 16 orang anggota .","Other"
"638","Dengan demikian kuorum telah mencapai dan tercapai dalam kaitan dengan Rapat Paripurna pada siang hari ini .","Statement"
"639","24Perkenankanlah kami selaku Pimpinan Dewan membuka Rapat Paripurna DPR R| yang ke-23 Masa Persidangan Ke-lll Tahun Sidang 2014-2015 pada hari Selasa 7 April 2015 dan kami nyatakan terbuka untuk umum .","Other"
"640","(RAPAT DIBUKA PUKUL 11 .","Other"
"641","05 WIB)Berdasarkan Pasal 59 Ayat (1) Huruf d Undang-Undang Nomor 24 Tahun 2009 Tentang Bendera, Bahasa dan Lambang Negara serta Lagu Kebangsaan, disebutkan bahwa lagu kebangsaaan wajib diperdengarkan dan atau dinyanyikan dalam acara pembukaan Sidang Paripurna MPR Rl, DPR Rl, DPD Rl, dan DPRD .","Other"
"642","Berkaitan dengan itu, izinkanlah kami mengajak seluruh hadirin sekalian untuk berdiri dan menyanyikan lagu kebangsaan Indonesia Raya .","Other"
"643","(MENYANYIKAN LAGU KEBANGSAAN INDONESIA RAYA)Hadirin kami persilakan duduk kembali .","Other"
"644","Sebelum memulai acara Rapat Paripurna hari ini, kami sampaikan berita duka cita .","Statement"
"645","Telah meninggal dunia almarhum Bapak H. Makmur Hasanudin M. A. Anggota DPR Rl Fraksi Partai Keadilan Sejahtera, Daerah Pemilihan Jawa Barat II pada hari Senin, 6 April 2015 pukul 10 .","Other"
"646","15 WIB .","Other"
"647","Untuk itu, perkenankanlah kami mengajak hadirin sekalian untuk berdoa bersama-sama sesuai dengan agama dan keyakinan masing-masing .","Other"
"648","Berdoa mulai .","Other"
"649","(BERDOA)Selesai .","Other"
"650","Sidang Dewan yang kami hormati,Sesuai dengan hasil keputusan Rapat Badan Musyawarah DPR Rl tanggal 2 April 2015, acara Rapat Paripurna hari ini adalah Penyampaian Ikhtisar Hasil Pemeriksaan Badan Pemeriksa Keuangan Republik Indonesia Semester ke-ll Tahun 2014 dan penyerahan laporan hasil pemeriksaan BPK Rl .","Other"
"651","25Untuk itu, kami mohon persetujuan apakah dapat disetujui agendatersebut .","Statement"
"652","(RAPAT: SETUJU)Sidang Dewan yang kami hormati,Sebelum memulai acara perlu kami sampaikan bahwa Pimpinan Dewan telah menerima dua pucuk surat .","Other"
"653","Surat yang ditandatangani oleh 116 orang Anggota DPR Rl pengusul hak angket tertanggai 25 Maret 2015 mengenai usul hak angket atas peianggaran undang-undang dan intervensi Pemerintah dalam konflik partai politik .","Other"
"654","Surat dari Pimpinan Komisi II DPR Rl Nomor PW/064-KOM 11/14/2015 tertanggai 6 April 2015, permohonan penetapan mitra kerja Komisi II DPR Rl .","Other"
"655","Berdasarkan ketentuan Pasal 306 dan Pasal 307 Peraturan DPR Rl tentang Tata Tertib, prosedur penanganan surat tersebut disesuaikan dan ditindaklanjuti dalam kaitan sesuai mekanisme dan tata tertib kedewanan .","Other"
"656","Untuk mempersingkat waktu marilah kita memasuki acara Rapat Paripurna kita hari ini, yaitu Penyampaikan Ikhtisar Hasil Pemeriksaan BPK Rl Semester ke-ll Tahun 2014 dan Penyerahan Laporan Hasil Pemeriksaan BPK Rl .","Other"
"657","Perlu kami sampaikan bahwa berdasarkan ketentuan Pasal 72 Huruf e Undang-Undang Nomor 17 Tahun 2014 tentang MPR, DPR, DPD dan DPRD .","Other"
"658","Sebagaimana telah diubah dengan Undang-Undang Nomor 42 Tahun 2014 menyatakan bahwa DPR Rl bertugas membahas dan menindaklanjuti hasil pemeriksaan atas pengelolaan dan tanggungjawab keuangan negara yang disampaikan oleh Badan Pemeriksa Keuangan .","Other"
"659","Untuk itu kami persilakan yang terhormat kepada Saudara Ketua BPK Rl untuk menyampaikan hasil pemeriksaan yang dimaksud .","Other"
"660","waktu dan tempat kami persilakan .","Statement"
"661","26KETUA BPK R! (HARRY AZHAR AZIS):Yang terhormat Ketua DPR Rl,Yang kami hormati para Wakil Ketua DPR Rl,Yang kami hormati Wakil Ketua dan para Anggota BPK Rl,Yang kami hormati para Anggota DPR Rl,Hadirin yang saya muliakan .","Other"
"662","Assalamu'alaikum Warrahmatullahi Wabarakatuh .","Other"
"663","Selamat pagi dan salam sejahtera untuk kita semua .","Other"
"664","Pertama-tama marilah kita panjatkan puji syukur kehadirat Allah SWT Tuhan Yang Maha Kuasa, yang telah melimpahkan rahmat dan karunia-Nya kepada kita semua, sehingga pada hari ini kita dapat menghadiri Sidang Paripurna yang mulia ini .","Other"
"665","Memenuhi amanat Undang-Undang Dasar 1945 dan Peraturan Perundang-Undangan, pada hari ini BPK Rl menyerahkan ikhtisar hasil pemeriksaan semester dan laporan hasil pemeriksaan semester II tahun 2014 kepada DPR Rl .","Other"
"666","Penyerahan ikhtisar hasil pemeriksaan semester dan laporan hasil pemeriksaan kepada rakyat melalui wakil-wakilnya di DPR Rl bertujuan untuk memberikan informasi secara menyeiuruh mengenai hasil pemeriksaan BPK Rl atas pengelolaan dan tanggungjawab keuangan negara dalam kurun waktu satu semester .","Other"
"667","Ikhtisar Hasil Pemeriksaan Semester II tahun 2014 mengalami perubahan penyajian dari HPS sebelumnya .","Other"
"668","Pada penyerahan laporan di HPS sebelumnya kami menyampaikan laporan buku seperti ini agak besar dan sekarang kami mengubahnya dengan buku yang relatif bisa dibawa kemana-mana yang bisa dipakai oleh seluruh Anggota DPR Rl untuk rapat-rapat Komisi maupun pada waktu kunjungan ke Daerah Pemilihan .","Other"
"669","Penyerahan ikhtisar hasil pemeriksaan semester sebelumnya dikelompokkan berdasarkan jenis pemeriksaan dalam format 5 buku terpisah .","Statement"
"670","Kali ini di HPS II tahun 2014 disajikan dalam satu buku dengan sistematika berdasarkan pengelolaan keuangan negara, yaitu Pemerintah Pusat, Pemerintah Daerah dan27BUMD serta BUMN dan badan-badan lainnya .","Other"
"671","Serta ditutup dengan bab terakhir mengenai pemantauan tindak lanjut hasil pemeriksaan dan penyelesaian kerugian negara .","Other"
"672","Perubahan ini dimaksudkan agar di HPS lebih mudah dipahami sekaligus memberikan informasi lebih komprehensif kepada DPR Rl dan para pemangku kepentingan BPK RI lainnya sehingga lebih mampu membantu pelaksanaan tugas dan fungsinya masing-masing .","Other"
"673","Pimpinan Sidang Paripurna dan hadirin yang kami muliakan,Pada semester II tahun 2014 BPK Rl memeriksa 651 objek pemeriksaan, terdiri atas 135 objek pada Pemerintah Pusat, 479 objek Pemerintah Daerah dan BUMD, serta 37 objek BUMN dan badan-badan lainnya .","Other"
"674","Berdasarkan jenis pemeriksaannya terdiri atas 73 objek pemeriksaan keuangan, 233 pemeriksaan kinerja dan 345 pemeriksaan dengan tujuan tertentu .","Statement"
"675","Dari pemeriksaan atas 651 objek pemeriksaan tersebut, BPK Rl menemukan sebanyak 7 .","Statement"
"676","950 temuan pemeriksaan yang di dalamnya terdapat 7 .","Statement"
"677","789 masalah ketidakpatuhan terhadap peraturan perundang-undangan yang nilainya sebanyak 40,55 triliun dan 2 .","Other"
"678","482 masalah kelemahan system pengendalian internal atau SPI .","Other"
"679","Dari masalah ketidakpatuhan tersebut sebanyak 3 .","Statement"
"680","293 masalah berdampak kepada pemuiihan keuangan negara, daerah, perusahaan atau berdampak finansial senilai 14,74 triliun .","Other"
"681","Masalah berdampak finansial tersebut terdiri atas masalah yang mengakibatkan kerugian sebesar 1,42 triliun dan potensi kerugian 3,77 triliun dan kekurangan penerimaan negara 9,55 triliun .","Other"
"682","Selain itu terdapat 3 .","Other"
"683","150 masalah ketidakpatuhan yang mengakibatkan ketidakekonomisan, ketidakefisienan dan ketidakefektifan, yaitu nilainya sebesar 25,81 triliun .","Statement"
"684","Selama proses pemeriksaan entitas telah menindaklanjuti masalah ketidakpatuhan yang mengakibatkan kerugian, potensi kerugian dan kekurangan penerimaan dengan penyerahan asset atau penyetoran ke kas negara, daerah, perusahaan senilai 461,11 miliar .","Other"
"685","Pimpinan Rapat Paripurna dan hadirin yang kami muliakan,28Pada semester II tahun 2014, BPK Rl tidak memeriksa laporan keuangan Pemerintah Pusat atau Laporan Keuangan Pemerintah Pusat (LKPP), termasuk laporan keuangan kementerian/lembaga tahun 2013 karena sudah diperiksa pada semester II tahun 2014 dan telah pula kami laporkan pada Sidang DPR Rl pada tahun yang lalu .","Other"
"686","Dari pemeriksaan atas LKPP dan LKKL tersebut, BPK Rl memberikan opini Wajar Dengan Pengecualian atas laporan keseluruhan konsolidasi keuangan pusat LKPP tahun 2013, yaitu dengan opini WDP .","Other"
"687","Adapun atas laporan keuangan kementerian/lembaga BPK Rl memberi opini Wajar Tanpa Pengecualian (WTP) sebanyak 64 LKKL atau sebesar 74%, opini Wajar Dengan Pengecualian kepada 19 LKKL atau 22% dan opini tidak memberikan pendapat sebanyak 3 LKKL .","Statement"
"688","Ini yang masuk dalam katagori dalam rapat sidang- sidang badan sebagai laporan sampah, yaitu sebanyak 4% .","Other"
"689","Untuk Pemerintahan Daerah semester II tahun 2014, BPK Rl memeriksa 68 dari 524 laporan keuangan Pemerintah Daerah pada semester II tahun 2014 atau sebesar 13% .","Other"
"690","Untuk 456 LKPD lainnya yang sudah diperiksa pada semester I tahun 2014 dan dimuat dalam e-HPS semester I tahun 2014 telah disampaikan kepada DPR Rl pada tutup tahun yang lalu .","Other"
"691","Ke-68 LKPD tersebut baru diperiksa pada semester II tahun 2014 karena laporannya baru diterima BPK Rl .","Other"
"692","BPK Rl terus mendorong kepada Pemerintah Daerah untuk menyelesaikan LKPD tepat waktu .","Other"
"693","68 yang kami periksa di semester II itu telah melewati batas penyerahan laporan perundang-undangan yang itu masih terjadi di Pemerintah Daerah .","Other"
