"ID","Kalimat","Kelas"
"335","Dr. SALEH PARTAONAN DAULAY, M. Ag .","Other"
"336",", M. Hum .","Other"
"337",", M. A. (Sumut II) 4603 .","Other"
"338","H. MHD ASLI CHAIDIR, S. H. (Sumbarl) 4624 .","Other"
"339","H. JON ERIZAL, S. E. , M. B. A. (Riau 1) 4635 .","Other"
"340","H. A. BAKRI HM, S. E. (Jambi) 4646 .","Request"
"341","Ir. H. ACHMAD HAFISZ TOHIR(Sumsel 1) 4657 .","Other"
"342","HANNA GAYATRI, S. H. (Sumsel II) 4668 .","Other"
"343","Ir. ALIMIN ABDULLAH(Lampung II) 4699 .","Other"
"344","H. ASMAN ABNUR, S. E. , M. Si .","Request"
"345","(Kepri) 47010 .","Other"
"346","AHMAD NAJIB QUDRATULLAH, S. E. (Jabar II) 47111 .","Other"
"347","Hj. DESY RATNASARI, M. Si .","Other"
"348",", M. Psi. (Jabar VI) 47215NOURUTNAM ANOMORANGGOTA12 .","Statement"
"349","PRIMUS YUSTISIO, S. E. (Jabar V)47313 .","Statement"
"350","DAENG MUHAMMAD, S. E. , M. Si .","Other"
"351","(Jabar VII)47514 .","Other"
"352","BUDI YOUYASTRI(Jabar X)47615 .","Statement"
"353","HAERUDIN, S. Ag .","Other"
"354",", M. H. (Jabar XI)47716 .","Statement"
"355","YAYUK BASUKI(Jateng I)47817 .","Other"
"356","Hj. LAILA ISTIANA DS, S. E. (Jateng IV)47918 .","Other"
"357","MOHAMMAD HATTA(Jateng V) 48019 .","Other"
"358","Ir. H. TJATUR SAPTO EDY, M. T. (Jateng VI) 48120 .","Other"
"359","Dr. Ir. H. TAUFIK KURNIAWAN, M. M. (Jateng VII) 48221 .","Other"
"360","Ir. H. TEGUH JUWARNO, M. Si .","Statement"
"361","(Jateng IX) 48422 .","Other"
"362","H. A. HANAFI RAIS, S. I. P. , M. P. P. (pm 48623 .","Other"
"363","H. SUNGKONO(Jatim 1) 48724 .","Other"
"364","ANANG HERMANSYAH(Jatim IV) 48825 .","Other"
"365","H. TOTOK DARYANTO, S. E. (Jatim V) 48926 .","Other"
"366","Ir. A. RISKI SADIG(Jatim VI) 49027 .","Suggestion"
"367","EKO HENDRO PURNOMO, S. Sos .","Statement"
"368","(Jatim VIII) 49128 .","Other"
"369","Drs. H. KUSWIYANTO, M. Si .","Statement"
"370","(Jatim IX) 49229 .","Other"
"371","VIVA YOGA MAULADI, M. Si .","Other"
"372","(Jatim X) 49330 .","Other"
"373","H. YANDRI SUSANTO(Banten II) 49431 .","Opinion"
"374","M. ALI TAHER PARASONG(Banten III) 49532 .","Opinion"
"375","H. MUHAMMAD SYAFRUDIN, S. T. , M. M. (NTB) 49633 .","Other"
"376","H. SYAHRULAN PUA SAWA(NTT 1) 49716NOURUT NAMANOMORANGGOTA34 .","Other"
"377","H. SUKIMAN, S. Pd .","Other"
"378",", M. M. (Kalbar) 49835 .","Other"
"379","Dra. YASTI SOEPREDJO MOKOAGOW(Sulut) 50036 .","Other"
"380","INDIRA CHUNDA THITA SYAHRUL, S. E. , M. M. (Sulsel 1) 50137 .","Other"
"381","Ir. H. ANDI TAUFAN TIRO(SulselII) 50238 .","Statement"
"382","AMRAN, S. E. (SulselIII) 503Jumlah kehadiran dari Fraksi Partai Amanat Nasional 38 dari 48 orang Anggota6 .","Statement"
"383","FRAKSI PARTAI KEBANGKITAN BANGSANOURUTNAMA NOMORANGGOTA1 .","Other"
"384","H. IRMAWAN .","Other"
"385","S. Sos .","Other"
"386",", M. M. (Aceh 1)372 .","Other"
"387","MARWAN DASOPANG(Sumut II) 383 .","Statement"
"388","H. HANDAYANI, S. K. M. (Jambi) 404 .","Other"
"389","H. CUCUN AHMAD SYAMSURIJAL, S. Ag .","Other"
"390","(Jabar II)445 .","Other"
"391","NENG EEM MARHAMAH ZULFA HIZ, S. Fil .","Other"
"392","(Jabar III)456 .","Other"
"393","KRISNA MUKTI(Jabar VII)467 .","Statement"
"394","H. MAMAN IMANULHAQ(Jabar IX)488 .","Statement"
"395","H. YANUAR PRIHATIN , M. Si .","Other"
"396","(Jabar X)499 .","Other"
"397","H. ACEP ADANG RUHIAT(Jabar XI) 5010 .","Other"
"398","H. ALAMUDIN DIMYATI ROIS(Jateng 1)5111 .","Other"
"399","Drs. FATHAN(Jateng II)5212 .","Other"
"400","Drs. H. MOHAMAD TOHA, S. Sos .","Other"
"401",", M. Si .","Other"
"402","(Jateng V)5413 .","Other"
"403","H. ABDUL KADIR KARDING, S. Pi .","Other"
"404",", M. Si .","Other"
"405","(Jateng VI) 5514 .","Other"
"406","SITI MUKAROMAH, S. Ag .","Other"
"407","(Jateng VIII) 5717NOURUT NAMANOMORANGGOTA15 .","Other"
"408","Drs. H. BISRI ROMLY, M. M. (Jateng X) 6016 .","Other"
"409","H. AGUS SULISTIYONO, S. T. , M. T. (DIY) 6117 .","Other"
"410","ARZETTY BILBINA, S. E. (Jatim 1) 6218 .","Other"
"411","Ir. M. NASIM KHAN(Jatim III) 6619 .","Other"
"412","Drs. H. M. SYAIFUL BAHRI ANSHORI, M. P. (Jatim IV) 6720 .","Other"
"413","HADI ZAINAL ABIDIN, S. Pd .","Other"
"414",", M. M. (Jatim IV) 6821 .","Other"
"415","Dra. Hj. LATHIFAH SHOHIB(Jatim V)6922 .","Other"
"416","H. ANIM F. MAHRUS(Jatim VI)7023 .","Other"
"417","Drs. IBNU MULT AZAM(Jatim VII)7124 .","Other"
"418","Drs. H. ABD .","Other"
"419","MUHAIMIN ISKANDAR, M. Si .","Other"
"420","(Jatim VIII)7225 .","Other"
"421","Dra. Hj. IDA FAUZIYAH, M. Si .","Other"
"422","(Jatim VIII) 7326 .","Other"
"423","H. JAZILUL FAWAID, S. Q. , M. A. (Jatim X)7527 .","Other"
"424","Dr. KH .","Other"
"425","KHOLILURRAHMAN, S. H. , M. Si .","Other"
"426","(Jatim XI)7628 .","Other"
"427","Dra. Hj. SITI MASRIFAH, M. A. (Banten III)7729 .","Other"
"428","Ir. H. A. HELMY FAISHAL ZAINI(NTB)7830 .","Statement"
"429","PEGGI PATRISIA PATTIPI(Papua)83Jumlah kehadiran dari Fraksi Partai Kebangkitan Bangsa 30 dari 47 orang Anggota7 .","Opinion"
"430","FRAKSI PARTAI KEADILAN SEJAHTERANOURUTNAMA NOMORANGGOTA1 .","Other"
"431","H. MUHAMMAD NASIR DJAMIL, S. Ag .","Other"
"432","(Aceh 1)842 .","Other"
"433","TIFATUL SEMBIRING(Sumut 1)853 .","Other"
"434","H. ISKAN QOLBA LUBIS, M. A. (Sumut II)8618NOURUT NAMANOMORANGGOTA4 .","Statement"
"435","ANSORY SIREGAR, Lc .","Other"
"436","(Sumut III) 875 .","Other"
"437","Dr. HERMANTO, S. E. , M. M. (Sumbarl) 886 .","Other"
"438","H. REFRIZAL(Sumbar II) 897 .","Other"
"439","H. MUSTAFA KAMAL, S. S. (Sumsel 1) 918 .","Other"
"440","Drs. H. MOHD .","Other"
"441","IQBAL ROMZI(Sumsel II) 929 .","Other"
"442","Drs. AL MUZZAMMIL YUSUF, M. Si .","Other"
"443","(Lampung 1)9310 .","Other"
"444","H. AHMAD ZAINUDDIN, Lc .","Other"
"445","(DKI Jakarta 1) 9511 .","Other"
"446","Dr. H. M. HIDAYAT NUR WAHID, M. A. (DKI Jakarta II) 9612 .","Other"
"447","Drs. H. ADANG DARADJATUN(DKI Jakarta III)9713 .","Other"
"448","Dr. H. Adang Sudrajat, MM .","Other"
"449","AV .","Other"
"450","(Jabar II)9914 .","Other"
"451","H. ECKY AWAL MUCHARAM, S. E. Ak. (Jabar III) 10015 .","Other"
"452","Ir. H. YUDI WIDIANA ADIA, M. Si .","Other"
"453","(Jabar IV) 10116 .","Other"
"454","H. TB .","Other"
"455","SOENMANDJAJA(Jabar V)10217 .","Other"
"456","H. MAHFUDZ ABDURRAHMAN, S. Sos .","Other"
"457","(Jabar VI)10318 .","Other"
"458","Dr. H. SA'DUDDIN, M. M. (Jabar VII)10419 .","Other"
"459","Dr. K. H. SURAHMAN HIDAYAT, M. A. (Jabar X)10720,Dr .","Other"
"460","MOHAMAD SOHIBUL IMAN(Jabar XI)10821 .","Other"
"461","Dr. H. M. GAMARI SOETRISNO(Jateng III) 10922 .","Other"
"462","H. ABDUL KHARIS ALMASYHARI, S. E. , M. Si .","Other"
"463",", Akt. (Jateng V)11123 .","Statement"
"464","Drs. ABDUL FIKRI, M. M. (Jateng IX)11224 .","Other"
"465","Dr. H. SUKAMTA(DIY) 11325 .","Other"
"466","Ir. H. SIGIT SOSIANTOMO( Jatim 1) 11426 .","Other"
"467","H. ROFI MUNAWAR, Lc .","Other"
"468","(Jatim VI1) 11519NOURUT NAMANOMORANGGOTA27 Dr. ZULKIEFLIMANSYAH, S. E. , M. Sc .","Other"
"469","(Banten II) 11628 .","Other"
"470","H. JAZULI JUWAINI, Lc .","Other"
"471",", M. A. (Banteng III) 11729 .","Other"
"472","H. FAHRI HAMZAH, S. E. (NTB) 11830 .","Other"
"473","H. ABOE BAKAR AL-HABSYI, S. E. (Kalsel 1) 11931 .","Other"
"474","H. HADI MULYADI, S. Si .","Other"
"475",", M SI .","Other"
"476","(Kaltim) 12032 .","Other"
"477","TAMSIL LINRUNG(Sulsel 1)12133 .","Other"
"478","H. ANDI AKMAL PASLUDDIN, S. P. , M. M. (Sulsel II) 12234 .","Other"
"479","MUHAMMAD YUDI KOTOUKY(Papua) 123Jumlah kehadiran dari Fraksi Partai Keadilan Sejahtera 34 dari 40 orang Anggota8 .","Other"
"480","FRAKSI PARTAI PERSATUAN PEMBANGUNANNOURUTNAMA NOMORANGGOTA1 .","Other"
"481","H. FADLY NURZAL, S. Ag .","Other"
"482","(Sumut III)5082 .","Other"
"483","H. EPYARDI ASDA, M. Mar .","Other"
"484","(Sumbar 1)5093 .","Other"
"485","MUHAMMAD IQBAL, S. E. , M. Com .","Other"
"486","(Sumbar II) 5104 .","Other"
"487","Dra. Hj. ELVIANA, M. Si .","Other"
"488","(Jambi)5115 .","Other"
"489","H. ACHMAD FAUZAN HARUN, S. H. , M. Kom .","Other"
"490","l .","Other"
"491","(DKI Jakarta 1) 5126 .","Other"
"492","Dra. Hj. OKKY ASOKAWATI, M. Si .","Other"
"493","(DKI Jakarta II) 5137 .","Other"
"494","Dr. H. R. ACHMAD DIMYATI NATAKUSUMAH, S. H. , M. H. , M. Si .","Other"
"495","(DKI Jakarta III)5148 .","Other"
"496","Dr. Hj. RENI MARLINAWATI(JabarlV) 5169 .","Statement"
"497","H. ACHMAD FARIAL(Jabar V) 51710 .","Other"
"498","Dra. Hj. WARDATUL ASRIAH(Jabar VII) 51811 .","Other"
"499","ASEP A. MAOSHUL AFFANDY(Jabar X) 52020NOURUTNAMA NOMORANGGOTA12 .","Other"
"500","Hj. NURHAYATI(JabarXI)52113 .","Other"
"501","H. MUKHLISIN(Jateng II) 52214 .","Other"
"502","K. H. MUSLICH ZA .","Other"
"503","(Jateng VI)52415 .","Other"
"504","Ir. H. M. ROMAHURMUZIY, M. T. (Jateng VII) 52516 .","Other"
"505","Drs. H. ZAINUT TAUHID SA'ADI, M. Si .","Other"
"506","(Jateng IX) 52717 .","Other"
"507","H. ARSUL SANI, S. H. , M. Si .","Other"
"508","(Jateng X)52818 .","Other"
"509","H. MUSTOFA ASSEGAF, M. Si .","Other"
"510","(Jatim II)52919 .","Other"
"511","SY .","Other"
"512","ANAS THAHIR(Jatim III) 53020 .","Other"
"513","H. ISKANDAR D. SYAICHU, S. E. (Jatim X) 53121 .","Other"
"514","FANNY SAFRIANSYAH, S. E. (Jatim XI) 53222 .","Other"
"515","Hj. IRNA NARULITA, S. E. , M. M. (Banten 1) 53323 .","Other"
"516","Hj. KARTIKA YUDHISTI, B. Eng .","Other"
"517",", M. Sc .","Other"
"518","(Banten II) 53424 .","Other"
"519","Drs. H. IRGAN CHIRUL MAHFIZ, M. Si .","Other"
"520","(Banten III) 53525 .","Other"
"521","Dra. Hj. ERMALENA MHS .","Other"
"522","(NTB) 53626 .","Other"
"523","Hj. KASRIYAH(Kaltim) 54027 .","Other"
"524","H. M. AMIR USKARA, M. Kes .","Other"
"525","(Sulsel 1)54128 .","Other"
"526","Dr. H. M. Z. AMIRUL TAMIM, M. Si .","Other"
"527","(S ultra) 544Jumlah kehadiran dari Fraksi Partai Persatuan Pembangunan 28 dari 39 orang Anggota9 .","Statement"
"528","FRAKSI PARTAI NASIONAL DEMOKRATNOURUT NAMANOMORANGGOTA1 .","Suggestion"
"529","Prof. Dr. BACHTIAR ALY, M. A. (Aceh 1) 12 .","Other"
"530","ZULFAN LINDAN(AcehII) 221NOURUT NAMANOMORANGGOTA3 .","Other"
"531","PRANANDA SURYA PALOH(Sumut 1) 34 .","Other"
"532","SAHAT SILABAN(Sumut II) 45 .","Other"
"533","H. M. ALI UMRI, S. H. , M. Kn .","Other"
"534","(Sumut III) 56 .","Other"
"535","IRMA SURYANI(Sumsel II) 77 .","Other"
"536","PATRICE RIO CAPELLA, S. H. (Bengkulu) 88 .","Other"
"537","Drs. TAMANURI, M. M. (Lampung II) 99 .","Other"
"538","H. AHMAD SAHRONI, S. E. (DKI Jakarta III) 1110 .","Other"
"539","MAYJEN TNI (Purn) SUPIADIN ARIES SAPUTRA(JabarXI) 1211 .","Other"
"540","ALI MAHIR(Jateng II)1412 .","Other"
"541","DONNY IMAM PRIAMBODO, S. T. , M. M. (Jateng III)1513 .","Other"
"542","Drs. K. H. CHOIRUL MUNA(Jateng VI)1614 .","Other"
"543","AMELIA ANGGRAINI(Jateng VII)1715 .","Other"
"544","Drs. H. HASAN AMINUDIN, M. Si .","Other"
"545","(Jatim II)1816 .","Other"
"546","Drs. T. TAUFIQULHADI, M. Si .","Other"
"547","(Jatim IV)1917 .","Other"
"548","MOHAMMAD MAHARDHIKA SUPRAPTO(Jatim VI)2118 .","Other"
"549","drg. Hj. YAYUK SRIRAHAYUNINGSIH, M. M. , M. H. (Jatim VII)2219 .","Other"
"550","H. SLAMET JUNAIDI(Jatim XI)2420 .","Other"
"551","Hj. TRI MURNY, S. H. (Banten 1)2521 .","Other"
"552","Dr. H. KURTUBI, S. E. , M. Sp .","Other"
"553",", M. Sc .","Other"
"554","(NTB)2622 .","Other"
"555","H. SYARIF ABDULLAH ALKADRIE(Kalbar)2923 .","Other"
"556","H. HAMDHANI, S. I. P. (Kalteng)3024 .","Other"
"557","Dr. H. ACHMAD AMINS, M. M. (Kaltim)3122NOURUT NAMANOMORANGGOTA25 .","Other"
"558","AHMAD H. M. ALI, S. E. (Sulteng) 3226 .","Other"
"559","AKBAR FAISAL(Sulsel II) 3327 .","Other"
"560","Dr. AOHMAD H ATARI, S. E. , M. Si .","Other"
"561","(Maluku Utara) 35Jumlah kehadiran dari Fraksi Partai Nasional Demokrat 27 dari 36 orang Anggota10 .","Other"
"562","FRAKSI PARTAI HATI NURANI RAKYATNOURUT NAMANOMORANGGOTA1 .","Request"
"563","Ir. NURDIN TAMPUBOLON(Sumut 1) 5452 .","Other"
"564","RUFINUS HOTMAULANA HUTAHURUK, S. H. , M. M. , M. H. (Sumut II)5463 .","Other"
"565","SAMSUDIN SIREGAR, S. H. (Sumut III)5474 .","Other"
"566","FAUZIH H. AMRO, M. Si .","Other"
"567","(Sumsel 1)5485 .","Other"
"568","FRANS AGUNG MULA PUTRA, S. Sos .","Other"
"569",", M. H. (Lampung 1)5496 .","Other"
"570","MOH .","Other"
"571","ARIEF S. SUDITOMO, S. H. , M. A. (Jabar 1)5507 .","Other"
"572","H. DADANG RUSDIANA, S. E. , M. Si .","Other"
"573","(Jabar II)5518 .","Other"
"574","Capt .","Other"
"575","H. DJONI ROLINDRAWAN, S. E. , M. Mar .","Other"
"576",", M. B. A. (Jabar III)5529 .","Other"
"577","Dr. H. DOSSY ISKANDAR PRASETYO(Jatim VIII)55410 .","Other"
"578","Dr. H. M. FARID ALFAUZI(Jatim XI)55511 .","Other"
"579","LALU GEDE SYAMSUL MUJAHIDIN, S. E. (NTB)55712 .","Statement"
"580","FERRY KASE, S. H. (NTT II)55813 .","Other"
"581","H. SARIFFUDDIN SUDDING, S. H. , M. H. (Sulteng)559Jumlah kehadiran dari Fraksi Partai Hati Nurani Rakyat 13 dari 16 orang Anggota23KETUA RAPAT (Dr Ir H TAUFIK KURNIAWAN, MM/WAKIL KETUA DPR Rl KOREKKU):Bissmillahirahmanirahim,Assalamualaikum WarahmatullahiWabarakatuh,Yang terhormat saudara Menteri Keuangan Republik Indonesia beserta jajarannya; Yang terhormat Bapak, Ibu sekalian Anggota DPR Rl, dan Hadirin yang berbahagia .","Request"
"582","Pertama-tama marilah kita memanjatkan puji dan syukur kehadirat Allah SWT .","Other"
"583","Tuhan Yang Maha Kuasa, yang telah melimpahkan rahmat dan karunia-NYA kepada kita semua .","Other"
"584","Sehingga siang hari ini kita mengikuti rapat paripurna dalam kondisi sehat walafiat untuk melaksanakan tugas konstitusional kita .","Other"
"585","Menurut catatan dari sekretariat Jenderal DPR Rl telah hadir 281 orang Anggota, yang terdiri dari:Fraksi Partai Demokrasi Indonesia PerjuanganFraksi Partai Golongan KaryaFraksi Partai Gerakan Indonesia RayaFraksi Partai DemokratFraksi Partai Amanat NasionaiFraksi Partai Kebangkitan BangsaFraksi Partai Keadilan SejahteraFraksi Partai Persatuan PembangunanFraksi Partai Nasionai DemokratFraksi Partai Hati Nurani Rakyat-ang dar 'ang dar rang dar rang dar rang dar rang dar rang dar rana dar106 Anggota; 91 Anggota; 73 Anggota; 60 Anggota; 48 Anggota; 47 Anggota; 40 Anggota; 39 Anggota; 36 Anggota; 16 Anggota .","Other"
"586","Dengan demikian telah tercapai kuorum dan dengan mengucap Bissmillahirahmanirahim pernkenankanlah kami untuk memulai rapat paripurna pada siang hari ini, rapat paripurna yang ke-34 Masa Persidangan IV Tahun Sidang 2014- 2015 tanggal 25 Juni 2015, hari Kamis dan kami nyatakan terbuka untuk umum .","Other"
"587","(RAPAT DIBUKA PUKUL 11 .","Other"
"588","00 WIB)Berdasarkan Pasal 59 ayat (1) huruf d Undang-undang Nomor 24 tahun 2009 tentang Bendera, Bahasa dan Lambang Negara serta Lagu Kebangsaan disebutkan bahwa, Lagu Kebangsaan wajib diperdengarkan dan/atau dinyanyikan dalam acara pembukaan sidang paripurna MPR, DPR, DPRD dan DPD .","Other"
"589","Berkaitan dengan itu izinkan kami mengajak seluruh hadirin sekalian untuk berdiri dan menyanyikan lagu Kebangsaan Indonesia Raya .","Other"
"590","(MENYANYIKAN LAGU KEBANGSAAN INDONESIA RAYA)24Silakan duduk kembali .","Other"
"591","Sidang Dewan yang kami hormati,Sesuai dengan hasil keputusan rapat konsultasi pengganti rapat Bamus DPR Rl, antara Pimpinan DPR Rl dengan Pimpinan Fraksi-fraksi pada tanggal 24 Juni tahun 2015 acara rapat paripurna hari ini adalah:1 .","Other"
"592","Penyampaian Pokok-pokok RUU tentang Pertanggungjawaban atas pelaksanaan APBN tahun 2014 oleh Pemerintah;2 .","Other"
"593","Pendapat Fraksi-fraksi terhadap Rancangan Undang-undang Usui Inisiatif Anggota DPR Rl dilanjutkan dengan pengambilan keputusan menjadi RUU usul DPR Rl yaitu, Rancangan Undang-undang tentang Tabungan Perumahan Rakyat (Tapera) .","Other"
"594","Dan Rancangan Undang-undang tentang Penjaminan .","Statement"
"595","Berkaitan dengan itu apakah disetujui untuk agenda kita pada hari ini?(RAPAT: SETUJU)Terima kasih .","Other"
"596","Sidang Dewan yang kami hormati,Sebelumnya kami sampaikan bahwa Pimpinan Dewan telah menerima 2 pucuk surat yaitu:1 .","Other"
"597","Surat dari Presiden Republik Indonesia dengan nomor R- 42/Pres/02/2015 tertanggal 23 Juni 2015 perihal Rancangan Undang- undang tentang Penerimaan Negara Bukan Pajak;2 .","Statement"
"598","Surat dari Badan Legislasi DPR Rl dengan nomor 350/Baleg/DPR RIA/l/2015 tertanggal 22 Juni 2015 perihal penyampaian hasil pengharmonisasian RUU tentang minuman beralkhohol .","Statement"
"599","Selanjutnya untuk surat-surat tersebut sebagaimana peraturan DPR Rl nomor 1 tahun 2014 tentang Tata Tertib akan ditindaklanjuti sesuai dengan mekanisme yang berlaku .","Statement"
"600","Sidang Dewan yang kami hormati,Marilah kita memulai acara yang pertama rapat paripurna dewan hari ini, yaitu Penyampaian Pokok-pokok Rancangan Undang-undang tentang25Pertanggungjawaban Pelaksanaan APBN tahun 2014 oleh Pemerintah .","Statement"
"601","Dan tentunya untuk mempersingkat waktu kami akan mempersilakan saudara Menteri Keuangan selaku wakil pemerintah untuk menyampaikan Pokok-pokok Rancangan Undang-undang tentang Pertanggungjawaban Pelaksanaan APBN Tahun 2014, kami persilakan .","Statement"
"602","MENTERI KEUANGAN Rl:Bissmilahirahmanirahim,Assalamualaikum Warahmatullahi Wabarakatuh Salam sejahtera bagi kita semuaYang terhormat Bapak-bapak Pimpinan DPR Ri, serta Ibu dan Bapak Anggota DPR Rl .","Statement"
"603","Pada kesempatan yang baik ini sebelum menyampaikan pokok-pokok rancangan Undang-undang tentang Pertanggungjawaban Pelaksanaan APBN Tahun Anggaran 2014, izinkan kami mengucapkan selamat menunaikan ibadah puasa kepada Pimpinan, para Anggota Dewan Perwakilan Rakyat dan hadirin sekalian yang menjalankannya .","Statement"
"604","Semoga bulan Ramadhan dan ibadah puasa yang kita laksanakan memberikan berkah dan kebaikan untuk kita semua .","Statement"
"605","Saudara Pimpinan dan para Anggota DPR Rl yang kami hormatiPengajuan Rancangan Undang-undang tentang Pertanggungjawaban atas Pelaksanaan APBN tahun Anggaran 2014 dimaksudkan untuk memenuhi ketentuan konstitusional, sebagaimana diamanatkan dalam Pasal 23e ayat (1) Undang-Undang Dasar Tahun 1945, ketentuan Pasal 30 ayat (1) Undang-undang Nomor 17 Tahun 2003 tentang Keuangan Negara dan ketentuan Pasal 36 ayat (7) Undang-undang Nomor 23 Tahun 2013 tentang APBN Tahun Anggaran 2014, sebagaimana telah diubah dengan Undang-undang Nomor 12 Tahun 2014 .","Statement"
"606","Berdasarkan ketentuan perundang-undangan di atas, pemerintah menyampaikan Rancangan Undang-undang tentang Pertanggungjawaban atas pelaksanaan APBN Tahun 2014 berupa laporan keuangan yang telah diperiksa oleh Badan Pemeriksa Keuangan kepada Dewan Perwakilan Rakyat untuk mendapatkan persetujuan paling lambat 6 (enam) bulan setelah berakhirnya tahun anggaran .","Statement"
"607","Untuk memenuhi amanat undang-undang tersebut, pemerintah telah menyampaikan rancangan undang-undang tentang Pertanggungjawaban atas pelaksanaan APBN Tahun Anggaran 2014 kepada DPR Rl .","Other"
"608","Substansi dari RUU Pertanggungjawaban atas Pelaksanaan APBN Tahun Anggaran 2014 adalah laporan keuangan pemerintah pusat, (LKPP) yang telah diperiksa oleh BPK .","Statement"
"609","Berdasarkan hasil pemeriksaannya, BPK memberikan opini wajar dengan pengecualian (WDP) atas LKPP tahun 2014 .","Other"
"610","Opini WDP atas LKPP tahun 2014 adalah sama dengan opini LKPP tahun 2013 .","Other"
"611","Beberapa permasalahan yang menyebabkan26pengecualian atas opini wajar LKPP tahun 2014 antara lain, permasalahan terkait pencatatan mutasi asset, kontraktor kontrak kerja sama (K3S), hutang kepada pihak ketiga, saldo anggaran lebih (SAL) dan penyajian dan pengungkapan kewajiban atas tuntutan hukum kepada pemerintah .","Statement"
"612","Bapak-bapak, Ibu Pimpinan serta para Anggota DPR yang kami hormati,RUU tentang Pertanggungjawaban atas Pelaksanaan APBN tahun anggaran 2014 dituangkan dalam bentuk LKPP tahun 2014, yang terdiri atas laporan realisasi APBN, neraca, laporan arus kas, dan catatan atas laporan keuangan yang disertai dengan iktisar laporan keuangan perusahaan Negara, Badan Layanan Umum (BLU) dan badan lainnya .","Statement"
"613","LKPP tahun 2014 ini disusun dan disajikan sesuai dengan standart akuntansi pemeritahan sebagaimana diatur dalam lampiran kedua Peraturan Pemerintah Nomor 71 Tahun 2010 tentang Standar Akuntansi Pemerintahan, yaitu standart akuntansi pemerintahan berbasis kas menuju akrual .","Statement"
"614","Selanjutnya mengenai gambaran umum dari masing-masing laporan dapat kami jelaskan sebagai berikut .","Statement"
"615","Realisasi pendapatan Negara dan hibah pada tahun 2014 sebesar Rp1 .","Statement"
"616","550,49 triliun yang berarti 94,81% dari target APBNP tahun anggaran2014 .","Statement"
"617","Realisasi pendapatan Negara dan hibah pada tahun anggaran 2014 ini meningkat menjadi 7,76% dibandingkan dengan realisasi tahun anggaran 2013 .","Statement"
"618","Realisasi pendapat Negara dan hibah tersebut terdiri dari penerimaan perpajakan sebesar Rp1 .","Statement"
"619","146,87 triliun, pendapatan Negara bukan pajak (PNBP) sebesar Rp398,59 triliun, dan penerimaan hibah sebesar Rp5,03 triliun .","Statement"
"620","Realisasi belanja Negara dalam tahun anggaran 2014 berjumlah Rp1 .","Other"
"621","777,18 triliun yang berarti mencapai 94,69% darit arget APBN perubahan tahun anggaran 2014 .","Statement"
"622","Realisasi belanja Negara tersebut terdiri dari belanja pemerintah pusat sebesar Rp1 .","Statement"
"623","203,58 triliun dan transfer kedaerah sebesar Rp573,7 triliun .","Statement"
"624","Realisasi belanja pemerintah pusat adalah sebesar Rp1 .","Other"
"625","203,58 triliun yang terdiri atas belanja pegawai sebesar Rp243,73 triliun, belanja barang sebesar Rp276,62 triliun dan belanja modal sebesar Rp147,35 triliun .","Statement"
"626","Pembayaran bunga hutang sebesar Rp133,44 triliun, subsidi sebesar Rp391,96 triliun, belanja hibah sebesar Rp0,91 triliun, belanja bantuan sosial sebesar Rp97,92 triliun dan belanja Iain-lain sebesar Rp11,65 triliun .","Statement"
"627","Realisasi transfer kedaerah dalam tahun anggaran 2014 adalah sebesar Rp573,7 triliun, yang terdiri dari dana perimbangan sebesar Rp477,05 triliun, dana otonomi khusus dan penyesuaian sebesar Rp96,23 triliun, dan dana keistimewaan Daerah Istimewa Yogyakarta sebesar Rp0,42 triliun .","Statement"
"628","Berdasarkan realisasi pendapat Negara dan hibah dan belanja Negara tersebut, terdapat defisit anggaran sebesar Rp226,69 triliun yang berarti mencapai 93,87% dari pagu APBN perubahan tahun anggaran 2014 .","Statement"
"629","Sementara itu realisasi pembiayaan untuk menutup defisit anggaran mencapai Rp248,89 triliun yang berasal dari sumber-sumber pembiayaan dalam negeri sebesar Rp261,24 triliun, dan pembiayaan luar negeri sebesar minus Rp-12,35 triliun .","Statement"
"630","Sehingga terdapat sisa lebih pembiayaan anggaran atau silva tahun anggaran 2014 sebesar Rp22,2 triliun .","Other"
"631","27Bapak-bapak Pimpinan serta Ibu Anggota DPR Rl yang kami hormati,Neraca per 31 Desember 2014 terdiri dari asset sebesar Rp3 .","Statement"
"632","910,92 triliun, kewajiban sebesar Rp2 .","Statement"
"633","898,38 triliun dan ekuitas dana neto sebesar Rp1 .","Statement"
"634","012,54 triliun .","Other"
"635","Asset pemerintah per 31 Desember 2014 adalah sebesar Rp3 .","Other"
"636","910,92 triliun yang berarti lebih tinggi sebesar Rp343,34 triliun (9,62%) dibandingkan asset pemerintah per 31 Desember 2013 .","Statement"
"637","Asset pemerintah tersebut terdiri atas asset lancar sebesar Rp262,98 triliun, investasi jangka panjang sebesar Rp1 .","Other"
"638","309,92 triliun, asset tetap sebesar Rp1 .","Statement"
"639","714,59 triliun, piutang jangka panjang sebesar Rp2,82 triliun, dan asset lainnya sebesar Rp620,61 triliun .","Statement"
"640","Kewajiban pemerintah per 31 Desember 2014 adalah sebesar Rp2 .","Other"
"641","898,38 triliun yang berarti lebih tinggi Rp246,28 triliun, atau naik 9,29% dibandingkan kewajiban pemerintah per 31 Desember tahun 2013 .","Other"
