"ID","Kalimat","Kelas"
"397","\ H. ISKAN QOLBA LUBIS, M. A. (Sumut II)8616NOURUT!NAMANOMOR ANGGOTA 3 .","Other"
"398","ANSORY SiREGAR, Lc .","Other"
"399","(Sumut III) ' 87 ^4 .","Other"
"400","Dr. HERMANTO, S. E. , M. M. (Sum bar 1)885 .","Other"
"401","H. REFRIZAL(Sumbar II)896 .","Other"
"402","Drs. AL MUZZAMMIL YUSUF, M. Si .","Other"
"403","(Lampung 1)937 .","Other"
"404","K. H. Ir. ABDUL HAKIM, M. M. (Lampung II)948 .","Other"
"405","Dr. H. M. HIDAYAT NUR WAHID, M. A. (DKI Jakarta II)969 .","Other"
"406","Drs. H. ADANG DARADJATUN(DKI Jakarta III)9710 .","Other"
"407","Hj. LEDIA H. AMALIAH, S. Si .","Statement"
"408",", M. Psi. T. (Jabar 1)9811 .","Other"
"409","Ir. H. YUDI WIDIANA ADIA, M. Si .","Other"
"410","(Jabar IV)101I12 .","Other"
"411","H. TB .","Other"
"412","SOENMANDJAJA(Jabar V)10213 .","Other"
"413","H. MAHFUDZ ABDURRAHMAN .","Other"
"414","S. Sos .","Other"
"415","(Jabar VI)10314 .","Other"
"416","H. NURHASAN ZAIDI(Jabar IX)10615 .","Other"
"417","Drs. H. HAMID NOOR YASIN, M. M. (Jateng IV)11016 .","Other"
"418","H. ABDUL KHARIS ALMASYHARI, S. E. , M. Si .","Opinion"
"419",", Akt. (Jateng V)11117 .","Other"
"420","Dr. H. SUKAMTA(DIY)11318 .","Other"
"421","Ir. H. SIGIT SOSIANTOMO(Jatim 1)11419 .","Other"
"422","H. ROFI MUNAWAR, Lc .","Other"
"423","(Jatim VII)11520 .","Other"
"424","Dr. ZULKIEFLiMANSYAH, S. E. , M. Sc .","Other"
"425","(Banten II)11621 .","Other"
"426","H. FAHRI HAMZAH, S. E. (NTB)11822 .","Other"
"427","! H. HADI MULYADI, S. Si .","Other"
"428",", M. Si .","Other"
"429","| (Kaltim)12023 .","Other"
"430","H. ANDI AKMAL PASLUDDIN, S. P. , M. M. ! (SulselII)122Jumlah kehadiran dari Fraksi Partai Keadilan Sejahtera 23 dari 40 orang Anggota178 .","Opinion"
"431","FRAKSI PARTAI PERSATUAN PEMBANGUNANNOURUTNAMA NOMORANGGOTA1 .","Opinion"
"432","Drs. H. HASRUL AZWAR, M. M. (Sumut 1)5072 .","Other"
"433","H. FADLY NURZAL, S. Ag .","Other"
"434","(Sumut III)5083 .","Other"
"435","H. ACHMAD FAUZAN HARUN, S. H. , M. Kom .","Other"
"436","i .","Other"
"437","(DKI Jakarta 1)5124 .","Other"
"438","Dra. Hj. OKKY ASOKAWAT1, M. Si .","Other"
"439","(DKI Jakarta II)5135 .","Other"
"440","DR .","Other"
"441","H. R. ACHMAD DIMYATI NATAKUSUMAH, S. H. , M. H. , M. Si .","Other"
"442","(DKI Jakarta III)5146 .","Other"
"443","H. JOKO PURWANTO(Jabar III)5157 .","Other"
"444","H. ACHMAD FARIAL(Jabar V)5178 .","Other"
"445","H. DONY AHMAD MUNiR, S. T. , M. M. (Jabar IX)5199 .","Other"
"446","Hj. NURHAYATI(Jabar XI)52110 .","Other"
"447","H. MUKHLISIN(Jateng 11)522t I11 .","Other"
"448","Ir. H. M. ROMAHURMUZIY, M. T. (Jateng VII)525! )12 .","Other"
"449","H. ARSULSANi, S. H. , M. Si .","Other"
"450","(Jateng X)528j13 .","Other"
"451","SY .","Other"
"452","ANAS THAHiR(Jatim III)53014 .","Other"
"453","H. ISKANDAR D. SYAICHU, S. E. (Jatim X)53115 .","Other"
"454","Hj. IRNA NARULITA, S. E. , M. M. (Banten 1)l53316 .","Other"
"455","Dra. Hj. ERMALENA MHS .","Other"
"456","(NTB)53617 .","Other"
"457","Hj. KASRIYAH(Kaltim)| ' i54018 .","Other"
"458","Hj. FATMAWATI RUSDi, S. E. (SulselIII)543Jumlah kehadiran dari Fraksi Partai Persatuan Pembangunan 18 dari 39 orang Anggota189 .","Other"
"459","FRAKSI PARTAI NASDEMNOURUTNAMANOMORANGGOTA1 .","Other"
"460","Prof. Dr. BACHTIAR ALY, M. A. (Aceh 1)12 .","Other"
"461","ZULFAN LIN DAN(AcehII)23 .","Other"
"462","SAHAT SI LABAN(Sumut II)44 .","Other"
"463","H. END RE SAiPOEL(Sumbar 1)65 .","Other"
"464","IRMASURYANI(Sumsel II)!76 .","Other"
"465","Drs. H. NYAT KADIR10(KEPRI)7,MAYJEN TNI (Purn) SUPIADIN ARIES SAPUTRA(JabarXI}128 .","Other"
"466","Drs. FADHOLI(Jatenq 1] 139 .","Other"
"467","H. M. PRASETYO, S. H. (Jateng II)1410 .","Other"
"468","DONNY IMAM PRIAMBODO, S. T. , M. M. (Jateng III) 1511 .","Other"
"469","AMELIA ANGGRAINI(Jateng VII)1712 .","Other"
"470","Drs. H. SOEHARTONO23(Jatim VIII)13 .","Other"
"471","H. SLAMET JUNAIDI(Jatim XI)2414 .","Other"
"472","Dr. H. KURTUBI, S. E. , M. Sp .","Other"
"473",", M. Sc .","Other"
"474","(NTB)2615 .","Other"
"475","JOHNNY G PLATE, S. E. (NTT 1)"" W l - - |2716 .","Other"
"476","VICTOR BUNGTILU LAISKODAT(NTT II)2817 .","Other"
"477","H. HAMDHANI, S. I. P. (Kalteng)3018 .","Other"
"478","Dr. H. ACHMAD AMINS, M. M. (Kaltim)3119 .","Other"
"479","AKBAR FAISAL(Sulsel II)3320 .","Other"
"480","DR .","Other"
"481","ACHMAD HATARI, S. E. , M. Si .","Other"
"482","(Maluku Utara)3521 .","Other"
"483","SULAEMAN L. HAMZAH(Papua)36Jumlah kehadiran dari Fraksi Partai Nasionai Demokrat 21 dari 36 orang Anggota1910 .","Other"
"484","FRAKS! PARTAI HANURANOURUTNAMA .","Other"
"485","!NOMORANGGOTA1 .","Other"
"486","Ir. NURDIN TAMPUBOLON(Sumut 1)5452 .","Other"
"487","SAMSUDIN SIREGAR, S. H. (Sumut III)5473 .","Other"
"488","FAUZIH H. AMRO, M. Si .","Other"
"489","(Sumsel 1)5484 .","Other"
"490","CAPT .","Other"
"491","H. DJONI ROLINDRAWAN, S. E. , M. Mar .","Other"
"492",", M. B. A. (Jabar III)5525 .","Other"
"493","M1RYAM S. HARYANI, M. Si,(Jabar VIII}5536 .","Other"
"494","Dr. H. M. FARID ALFAUZI(Jatim XI)5557 .","Other"
"495","H. INAS NASRULLAH ZUBIR, B. E. , S. E. (Banten III)5568 .","Other"
"496","H. SARIFFUDDIN SUDDING, S. H. , M. H. (Sulteng)15599 .","Statement"
"497","Hj. DEWIE YASIN LIMPO, S. E. (Suisel 1}560\ \Jumlah kehadiran dari Fraksi Partai HANURA 9 dari 16 orang Anggota20KETUA RAPAT (Dr AGUS HERMANTO):Assalamu'alaikum WarrahmatullahiWabarakatuh .","Other"
"498","Selamat pagi dan salam sejahtera untuk kita semua .","Other"
"499","Yang kami hormati Bapak/lbu para Anggota DPR Rl, Pimpinan DPR Rl, Dan hadirin sekalian yang berbahagia .","Other"
"500","Pertama-tama marilah kita mengucapkan puji dan syukur kehadirat Allah SWT, Tuhan Yang Maha Kuasa yang telah melimpahkan rahmat dan karunia-Nya kepada kita semua, sehingga kita dapat mengikuti Rapat Paripurna DPR Ri pada hari ini dalam keadaan sehat walafiat untuk melaksanakan tugas konstitusional .","Other"
"501","Menurut catatan dari Sekretariat Jenderal DPR Rl daftar hadir pada pertemuan permulaan Rapat Paripurna hari ini telah ditandadatangani oleh 281 orang Anggota dari 555 Anggota DPR Rl dan dihadiri oleh Anggota dari seluruh Fraksi yang ada di DPR Rl, dengan rincian sebagai berikut:1 .","Other"
"502","Fraksi PDI Perjuangan2 .","Other"
"503","Fraksi Partai Golkar3 .","Other"
"504","Fraksi Partai Gerakan Indonesia Raya4 .","Other"
"505","Fraksi Partai Demokrat5 .","Other"
"506","Fraksi Partai Amanat Nasional6 .","Other"
"507","Fraksi Partai Kebangkitan Bangsa7 .","Other"
"508","Fraksi Partai Keadilan Sejahtera8 .","Other"
"509","Fraksi Partai Persatuan Pembangunan9 .","Other"
"510","Fraksi Partai Nasional Demokrat10 .","Other"
"511","Fraksi Partai Hati Nurani Rakyat60 dari 106 orang anggota .","Statement"
"512","51 dari 90 orang anggota .","Statement"
"513","37 dari 73 orang anggota .","Statement"
"514","32 dari 60 orang anggota .","Other"
"515","25 dari 48 orang anggota .","Other"
"516","20 dari 47 orang anggota .","Other"
"517","20 dari 40 orang anggota, 15 dari 39 orang anggota .","Statement"
"518","15 dari 36 orang anggota .","Statement"
"519","6 dari 16 orang anggota .","Other"
"520","Dengan demikian kuorum telah tercapai dan dengan mengucap Bismiflahirohmanirohim, perkenankanlah kami selaku Pimpinan Dewan membuka Rapat Paripurna DPR Rl yang ke-24 Masa Persidangan III Tahun Sidang 2014-2015 pada hari Selasa tanggal 14 April 2015 dan kami nyatakan terbuka untuk umum .","Other"
"521","(RAPAT DIBUKA PUKUL 11 .","Other"
"522","00 WIB)Berdasarkan Pasal 59 Ayat (1) Huruf d Undang-Undang Nomor 24 Tahun 2009 Tentang Bendera, Bahasa dan Lambang Negara serta Lagu Kebangsaan, disebutkan bahwa lagu kebangsaan wajib diperdengarkan dan/atau dinyanyikan dalam acara pembukaan Sidang Paripurna MPR, DPR, DPD, dan DPRD .","Other"
"523","Berkaitan dengan itu, izinkanlah kami mengajak seluruh hadirin sekalian untuk berdiri dan menyanyikan lagu kebangsaan Indonesia Raya .","Other"
"524","(MENYANYIKAN LAGU KEBANGSAAN INDONESIA RAYA)21Hadirin kami persilakan duduk kembali .","Other"
"525","Sidang Dewan yang kami hormati,Sesuai dengan hasil Rapat Konsultasi antara Pimpinan DPR Rl dengan Pimpinan Fraksi-Fraksi pengganti Rapat Bamus DPR Rl tanggal 13 April 2015, acara Rapat Paripurna hari ini adalah:1 .","Statement"
"526","Laporan Komisi XI DPR Rl mengenai hasil fit proper test KAP Pemeriksaan Laporan Keuangan BPK Rl tahun 2014 dilanjutkan dengan pengambilan keputusan .","Statement"
"527","Laporan Badan Legislasi terhadap Rancangan Peraturan tentang Perubahan Atas Peraturan DPR Rl Nomor 1 Tahun 2014 tentang Tata Tertib menjadi Peraturan DPR Rl dilanjutkan dengan pengambilan keputusan .","Statement"
"528","Sekarang kami akan menanyakan kepada Sidang Dewan yang terhormat apakah acara ini dapat disetujui?(RAPAT : SETUJU)Terima kasih .","Suggestion"
"529","Sidang Dewan yang kami hormati,Seianjutnya untuk mempersingkat waktu marilah kita memasuki acara pertama Rapat Paripurna Dewan hari ini, yaitu Laporan Komisi XI DPR Rl mengenai hasil fit and proper test KAP Pemeriksaan Laporan Keuangan BPK Rl tahun 2014 dilanjutkan dengan pengambilan keputusan .","Suggestion"
"530","Untuk itu kami persilakan Pimpinan Komisi XI DPR Rl yang terhormat Saudara H. Gus Irawan Pasaribu, S. E. , AK .","Suggestion"
"531",", M. M. untuk menyampaikan laporan hasil fit and proper test KAP Pemeriksaan Laporan Keuangan BPK Rl tahun 2014 dan waktu kami persilakan .","Suggestion"
"532","KETUA KOMISI XI DPR Rl (H GUS IRAWAN PASARIBU, SE, AK, MM):Selamat pagi dan salam sejahtera untuk kita sekalian .","Opinion"
"533","Saudara Pimpinan dan Anggota DPR Rl; serta Hadirin sekalian yang kami hormati .","Opinion"
"534","Sebelum kami melaporkan hasil pembahasan penunjukkan Kantor Akuntan Publik untuk melakukan pemeriksaan, pengelolaan, tanggungjawab keuangan Badan Pemeriksa Keuangan Republik Indonesia tahun 2014 .","Other"
"535","22Perkenankan kami mengajak Anggota dan hadirin yang hadir pada .","Opinion"
"536","rapat ini untuk memanjatkan puji dan syukur kehadirat Tuhan Yang Maha Kuasa, karena atas rahmat dan hidayah-Nya kita masih diberikan kesempatan untuk menghadiri Rapat Paripurna ini daiam keadaan sehat walafiat .","Opinion"
"537","Sidang Dewan yang terhormat,Sebagaimana hasil keputusan Rapat Konsultasi pengganti Rapat Bamus DPR Ri tanggal 16 Februari 2015, yang memberikan penugasan kepada Komisi Xi DPR RI untuk melakukan pembahasan penunjukkan nama Kantor Akuntan Publik untuk melakukan pemeriksaan, pengelolaan dan tanggungjawab keuangan BPK RI tahun 2014 .","Opinion"
"538","Berikut kami sampaikan hasil pembahasan dimaksud .","Other"
"539","Sesuai ketentuan Pasal 32 Undang-Undang Nomor 15 Tahun 2006 Tentang Badan Pemeriksa Keuangan, bahwa Ayat (1) Pemeriksaaan, Pengelolaan dan Tanggungjawab Keuangan Tahunan BPK RI dilakukan oleh akuntan Publik .","Suggestion"
"540","Ayat (2) Akuntan Publik sebagaimana dimaksud pada Ayat (1) ditunjuk oleh DPR RI atas usul BPK RI dan Menteri Keuangan yang masing-masing mengusulkan 3 nama akuntan publik"" .","Suggestion"
"541","Menjalankan amanat Pasal 32 tersebut di atas, BPK Ri dengan surat Nomor 39/S/I-X-IV/01/2Q15 tertanggal 30 Januari 2015 telah mengajukan 3 calon Kantor Akuntan Publik yang bertugas untuk pemeriksaan .","Statement"
"542","pengelolaan dan tanggung jawab keuangan BPK RI tahun 2014, yaitu:1 .","Statement"
"543","KAP Hadori Sugiarto Adi dan rekan;2 .","Other"
"544","KAP Wisnu B Suwito dan rekan;3 .","Other"
"545","KAP Dra. Suhartati dan rekan .","Other"
"546","Sedangkan dari Menteri Keuangan melalui surat Nomor S-59/MK .","Other"
"547","05/2015 tanggal 23 Januari 2015 telah mengajukan 3 calon Kantor Akuntan Publik yang bertugas untuk pemeriksaan, pengelolaan, dan tanggungjawab keuangan BPK RI tahun 2014, yaitu;1 .","Suggestion"
"548","KAP Helianto dan rekan;2 .","Other"
"549","KAP Dolly, Bambang, Sulistianto, Dadang dan Ali;3 .","Other"
"550","KAP Hadori Sugiarto Adi dan rekan .","Other"
"551","Dari 2 usulan tersebut KAP Hadori Sugiarto Adi dan rekan diusulkan oleh pihak BPK RI dan Menteri Keuangan, sehingga keseluruhan calon berjumlah 5 KAP .","Other"
"552","Menindaklanjuti penugasan Rapat Konsultasi pengganti Rapat Bamus, Komisi XI DPR RI mengadakan rapat pada tanggal 26 Maret 2015 untuk melakukan proses fit and proper test terhadap 5 calon KAP, yaitu KAP Hadori Sugiarto Adi dan rekan, KAP Wisnu B Suwito dan rekan, KAP Dra. Suhartati dan rekan, KAP Helianto23dan rekan, KAP Dolly, Bambang, Sulistianto, Dadang dan All, dilanjutkan dengan Rapat Internal Komisi pada tanggal 30 Maret 2015 untuk melakukan pengambilan keputusan .","Other"
"553","Setelah mendengarkan pandangan, pendapat, dan pertimbangan dari masing-masing Fraksi, Komisi XI DPR Rl memutuskan berdasarkan musyawarah dan mufakat dengan memperhatikan usulan dari Fraksi-Fraksi menunjuk KAP Wisnu B Suwito dan rekan sebagai Kantor Akuntan Publik untuk melakukan pemeriksaan, pengelolaan dan tanggungjawab keuangan BPK Rl tahun buku 2014 .","Other"
"554","Demikian laporan Komisi XI DPR Rl dan selanjutnya kami mengharapkan agar Rapat Paripurna DPR Rl hari ini dapat memberikan persetujuan atas laporan Komisi XI DPR Rl terhadap pembahasan penunjukkan Kantor Akuntan Publik untuk melakukan pemeriksaan, pengelolaan dan tanggungjawab Keuangan Badan Pemeriksaan Keuangan Tahun 2014 .","Other"
"555","Saudara Pimpinan dan Anggota, serta hadirin yang kami hormati .","Other"
"556","Demikianlah laporan Komisi XI DPR Rl ini kami sampaikan dan atas perhatiannya kami ucapkan terima kasih .","Other"
"557","Wassalamu'alaikum WarrahmatullahiWabarakatuh .","Other"
"558","KETUA RAPAT:Terima kasih kami sampaikan kepada Saudara H. Gus Irawan Pasaribu, S. E. Ak. , M. M. yang telah menyampaikan laporannya .","Other"
"559","Sidang yang terhormat,Sekarang perkenankan kami menanyakan kepada Sidang Dewan yang terhormat, apakah laporan Komisi XI DPR Rl .","Other"
"560","F-PAN (Ir H TEGUH JUWARNO, MSi):Interupsi .","Other"
"561","KETUA RAPAT:Sebentar, apa persetujuan dulu?F-PAN (Ir H TEGUH JUWARNO, MSi):Interupsi dulu atau disetujui dulu juga boleh .","Other"
"562","24KETUA RAP AT:Baik, saya ulangi apakah laporan Komisi XI DPR Rl mengenai hasil fit and proper test KAP pemeriksaan laporan keuangan BPK Rl tahun 2014 tersebut dapat disetujui?(RAPAT: SETUJU)Terima kasih .","Request"
"563","Sebelum interupsi kami persilakan para KAP untuk berdiri .","Other"
"564","Ini adalah KAP yang telah dilaksanakan fit and proper test .","Other"
"565","Silakan duduk kembali .","Other"
"566","Baik, kami persilakan yang interupsi .","Other"
"567","F-PAN (Ir H TEGUH JUWARNO, MSi):Terima kasih Pimpinan .","Request"
"568","Saya Teguh Juwarno A-484 dari Dapil Jawa Tengah IX .","Other"
"569","Saya ingin meminta waktu barang sedikit terkait dengan apa yang baru saja kita setujui, yaitu penunjukkan Kantor Akuntan Publik untuk mengaudit BPK Rl .","Request"
"570","Saya berharap ini bisa menjadi catatan tambahan di dalam keputusan Paripurna ini .","Other"
"571","Selama ini saya cermati KAP yang diusulkan baik oleh Departemen Keuangan, maupun oleh BPK Rl tidak ada satu pun KAP yang masuk dalam the big five atau the big four di dalam dunia akuntan publik .","Other"
"572","Mengapa hal ini perlu saya sampaikan?","Other"
"573","mengingat BPK Rl adalah sebuah lembaga yang sangat besar kewenangannya .","Other"
"574","BPK Rl adalah auditor negara dan dengan demikian kredibilitasnya, independensinya, kemandiriannya menjadi sangat penting untuk terus dijaga .","Other"
"575","Dalam konteks ini guna mendukung BPK Rl agar semakin berwibawa sebagai auditor negara, saya sungguh berharap di masa mendatang terutama di tahun-tahun ke depan, KPA yang diusulkan yang kemudian juga ditunjuk oleh parlemen adalah KAP yang secara internasional secara world wide diakui eksistensi dan kredibilitasnya .","Statement"
"576","Tidak spesifik menunjuk KAP tertentu tetapi memang pengakuan didalam dunia akuntan publik terhadap lembaga-lembaga terbaik tersebut adalah pengakuan di dalam dunia akuntan publik terhadap lembaga-lembaga terbaik tersebut adalah pengakuan dunia .","Other"
"577","Jadi ini semangatnya adalah untuk semakin memberi penguatan kepada lembaga BPK tersebut .","Other"
"578","Moga-moga catatan ini relevan dan bisa menjadi catatan Paripurna kita .","Statement"
"579","Terima kasih .","Other"
"580","Assalaamu'alaikum warrahmatullaahi wabarakatuh .","Other"
"581","KETUA RAP AT:Wa'alaikumsalam warrahmatullaahi wabarakatuh .","Statement"
"582","25Terima kasih catatan dari Pak Teguh Juwarno .","Statement"
"583","Seianjutnya persetujuan Rapai Paripurna Dewan ini .","Other"
"584","F-PG (H MUKHAMAD MISBAKHUN, SE):Interupsi Pimpinan .","Other"
"585","KETUA RAPAT:Oh masih beium .","Other"
"586","Silakan .","Other"
"587","F-PG (H MUKHAMAD MISBAKHUN, SE):Misbakhun dari Fraksi Partai Golkar .","Other"
"588","KETUA RAPAT:Oke, silakan .","Other"
"589","F-PG (H MUKHAMAD MISBAKHUN, SE);Nama saya Mukhamad Misbakhun, A-2S3 dari Jawa Timur II, Pasuruan Kabupaten, Pasuruan Kota dan Probolinggo Kabupaten dan Probolinggo Kota .","Other"
"590","Saya sangat sepaham dengan apa yang disampaikan oleh Bapak Teguh Juwarno tadi berkaitan dengan hasi! proper Komisi XI terkait denganKantor Akuntan Publik yang berkaitan dengan BPK .","Other"
"591","Sebagai Anggota Komisi XI saya ingin menyampaikan bahwa usulan itu KAP yang masuk dalam fit and proper itu pertama usulan Kementerian Keuangan dan kedua adalah usulan yang berasal dari BPK .","Other"
"592","Berkaitan dengan akuntan publik big four dan sebagainya, saya ingin meyakinkan bahwa Kantor Akuntan Publik yang ada di Indonesia semuanya menganut prinsip-prinsip audit yang standar yang ditentukan oleh Ikatan Akuntan Indonesia .","Other"
"593","Jadi dia big four atau bukan big four itu bukan kepada pengakuan seperti itu, mereka ada dalam sebuah kode etik, berada dalam sebuah prinsip audit yang mendasar .","Other"
"594","Jadi big four atau bukan big four itu bukan sebuah pertimbangan yang utama .","Other"
"595","Kita menghormati adanya sebuah international recognize reputation, tetapi kita juga harus menghormati sebuah keputusan yang sudah diambil di Komisi XI dan saya juga mendukung sepenuhnya apa yang diputuskan oleh Komisi XI digunakannya Kantor Akuntan Publik yang berlabel nasional, karena ini bagtan dari untuk memperkuat jasa akuntan dalam akuntan nasional kita yang standar kualitas dan sebagainya itu tidak kalah dengan Kantor Akuntan Publik yang masuk dalam26kategori big four .","Other"
"596","Ini juga dalam rangka memperkuat jasa akuntan kita dalam menghadapi Masyarakat Ekonomi Asean (MEA), di mana jasa-jasa itu mulai dibebaskan masuk ke Indonesia .","Other"
"597","Itu saya juga minta dijadikan sebagai sebuah catatan tambahan terhadap apa yang disampaikan dalam pemikiran oleh Pak Teguh Juwarno sebelumnya .","Statement"
"598","Terima kasih .","Other"
"599","KETUA RAP AT:Terima kasih .","Other"
"600","Masih ada?Cukup?Baik .","Other"
"601","Selanjutnya persetujuan Rapat Paripurna Dewan ini dengan seluruh catatan-catatan yang disampaikan para Anggota Dewan akan kita proses lebih lanjut sesuai dengan mekanisme yang ada .","Statement"
"602","Sidang Dewan yang kami hormati,Selanjutnya marilah kita memasuki acara kedua Rapat Paripurna hari ini yaitu Laporan Badan Legislasi terhadap Rancangan Peraturan tentang Perubahan atas Peraturan DPR Rl Nomor 1 Tahun 2014 tentang Tata Tertib menjadi Peraturan DPR Rl dilanjutkan dengan pengambilan keputusan .","Statement"
"603","Untuk mempersingkat waktu kami persilakan kepada Pimpinan Badan Legislasi yang terhormat Saudara Dr. H. Sareh Wiyono, M. SH .","Statement"
"604",", MH .","Other"
"605",", untuk menyampaikan laporannya .","Other"
"606","PIMPINAN BALEG DPR Rl (DR H SAREH WIYONO M, SH, MH):Assalaamu'alaikum warrahmatullaahi wabarakatuh .","Statement"
"607","Salam sejahtera untuk kita semuanya .","Other"
"608","Yang terhormat Saudara Pimpinan dan Anggota Dewan dan hadirin sekalian yang kami hormati .","Statement"
"609","Pertama-tama .","Other"
"610","marilah kita bersama-sama memanjatkan puji dan syukur kita kekhadirat Allah SWT .","Statement"
"611",", karena berkat dan rahmat-Nya kita semua hadir dalam pembicaraan tingkat II dengan agenda Pengambilan Keputusan atas Rancangan Peraturan DPR Rl tentang Perubahan atas Peraturan DPR Rl Nomor 1 Tahun 2014 tentang Tata Tertib .","Statement"
"612","I27Kepada Saudara Pimpinan Sidang, kami atas nama seluruh Pimpinan dan Anggota Badan Legislasi mengucapkan terima kasih dan penghargaan setinggi- tingginya atas kesempatan yang diberikan kepada kami untuk menyampaikan Laporan Hasil Pembahasan terhadap Perubahan atas Peraturan DPR R1 Nomor 1 Tahun 2014 tentang Tata Tertib,Pimpinan dan Anggota Dewan yang terhormat,Perubahan terhadap Peraturan DPR R! Nomor 1 Tahun 2014 tentang Tata Tertib diperlukan dalam rangka meningkatkan peran dan kinerja Lembaga Perwakilan Rakyat dengan menata kembali tata cara pelaksanaan hak Anggota dan kelembagaan Dewan Perwakilan Rakyat agar dapat menjalankan fungsi, wewenang dan tugasnya secara optimal .","Statement"
"613","Perubahan juga dilakukan dalam rangka untuk menyesuaikan dengan perkembangan hukum yang terjadi, khususnya dengan Undang-Undang Nomor 42 Tahun 2014 tentang Perubahan atas Undang-Undang Nomor 17 Tahun 2014 tentang MPR, DPR, DPD dan DPRD .","Statement"
"614","Sesuai dengan ketentuan Pasal 65 huruf g Peraturan DPR Rl Nomor 1 Tahun 2014 tentang Tata Tertib yang menyebutkan bahwa Badan Legislasi mempunyai tugas menyusun, melakukan evaluasi dan menyempurnakan Peraturan DPR serta didasari oleh rasa tanggungjawab dan rasa hormat kepada Lembaga Dewan ini, Badan Legislasi secara mendalam dan komprehensif tanpa mengenal lelah dalam suasana dialogis dan kebersamaan melakukan pembahasan Rancangan Peraturan DPR Rl tentang Perubahan atas Peraturan DPR Rl Nomor 1 Tahun 2014 tentang Tata Tertib dalam rapat ini Badan Legislasi dan Rapat Panitia Kerja yang dilaksanakan dari pagi sampai larut malam sejak tanggal 10 Februari 2014 sampai dengan tanggal 2 April 2015 .","Statement"
"615","Pimpinan dan Anggota Dewan yang terhormat,Dalam perubahan terhadap Peraturan DPR Rl Nomor 1 Tahun 2014 tentang Tata Tertib terdapat 26 angka perubahan yang mengatur hal-hal sebagai berikut;1 .","Statement"
"616","Terkait dengan jumlah Pimpinan Komisi, Pimpinan Badan Legislasi, Pimpinan Badan Anggaran, Pimpinan BKSAP, Pimpinan MKD dan Pimpinan BURT untuk disesuaikan dengan Undang-Undang Nomor 42 Tahun 2014 tentang Perubahan atas Undang-Undang Nomor 17 Tahun 2014 tentang MPR, DPR, DPD dan DPRD .","Statement"
"617","Terkait dengan keberadaan Kementerian Koordinator yang tidak menjadi mitra kerja Komisi, maka pembahasan dan pengawasan anggarannya dilakukan oleh salah satu Komisi berdasarkan keputusan Pimpinan DPR Rl .","Statement"
"618","Terka .","Other"
"619","it dengan hak Anggota atas keputusan dan atau kesimpulan Rapat Kerja Komisi atau Rapat Kerja Gabungan Komisi dihapus sesuai dengan Undang-Undang Nomor 42 Tahun 2014 tentang Perubahan atas Undang-Undang Nomor 17 Tahun 2014 tentang MPR, DPR, DPD dan DPRD .","Statement"
"620","Hak yang dimiliki Anggota apabila pejabat negara atau pejabat pemerintah mengabaikan rekomendasi Komisi dihapus sesuai dengan Undang-Undang Nomor 42 Tahun 2014 tentang Perubahan atas Undang-Undang Nomor 17 Tahun 2014 tentang MPR, DPR, DPD dan DPRD .","Statement"
"621","Penegasan jangka waktu pembahasan terhadap perubahan atas APBN oleh Badan Anggaran dan Komisi terkait, bahwa jangka waktu 1 bulan adalah 30 hari kalender, terhitung sejak penugasan Badan Musyawarah diumumkan dalam Rapat Paripurna DPR .","Statement"
"622","Terkait dengan tugas Badan .","Other"
"623","Legislasi dalam mengikuti perkembangan dan melakukan evaluasi terhadap pembahasan materi muatan rancangan undang-undang melalui Rapat Koordinasi dengan Komisi dan atau Panitia Khusus, di mana hasii Rapat Koordinasi tersebut disampaikan oleh Badan Legislasi kepada Badan Musyawarah untuk mengalihkan pembahasan rancangan undang-undang dari Komisi dan atau Pansus kepada Badan Legislasi .","Statement"
"624","Terkait dengan hak Anggota dalam melakukan pengawasan pelaksanaan undang-undang, kebijakan pemerintah dan memperjuangkan kepentingan masyarakat, termasuk masyarakat di daerah pemilihan tidak hanya dilakukan dengan kunjungan lapangan, tetapi juga kunjungan spesifik dan inspeksi mendadak .","Statement"
"625","Penambahan ketentuan baru yaitu Pasal 19 huruf a dan Pasal 286 huruf a, di mana Pasal 194 huruf a terkait dengan tindaklanjut hasii pengawasan yang berkaitan dengan daerah pemilihannya di sini dibedakan menjadi dua yaitu, hasii pengawasan yang terkait dengan ruang lingkup tugas Komisi Anggota bersangkutan dan hasii pengawasan yang tidak terkait dengan ruang lingkungan tugas Komisi Anggota bersangkutan .","Statement"
"626","Apabila hasii pengawasan terkait dengan ruang lingkup tugas Komisi, Anggota yang bersangkutan hasilnya akan disampaikan langsung dalam Rapat Komisi dengan mitra kerja .","Statement"
"627","Sedangkan hasii pengawasan yang tidak terkait dengan ruang lingkup tugas Komisi Anggota yang bersangkutan akan disampaikan dalam Rapat Paripurna DPR .","Statement"
"628","Sedangkan Pasal 286 huruf a terkait dengan tenggang waktu apabila forum rapat tidak terpenuhi, hal ini untuk menyesuaikan dengan ketentuan dalam Undang-Undang Nomor 17 Tahun 2014 tentang MPR, DPR, DPD dan DPRD .","Statement"
"629","Perubahan jumlah Pimpinan DPR dalam menghadiri Rapat Paripurna DPR yang semula paling sedikit 3 orang, menjadi paling sedikit 2 orang .","Statement"
"630","Perubahan ini tentunya semata-mata untuk mempermudah pelaksanaan Rapat Paripurna apabila sewaktu- waktu diperlukan .","Statement"
