"ID","Kalimat","Kelas"
"251","Pertama, negara atas kebijakan ini akan mengangkat 439000 tenaga honor K-2Saya ingin memberitahu bahwa resiko dari negara untuk pembayaran gajinya total sekitar 23 Triliun per tahun .","Statement"
"252","Angka 23 Triliun itu tentu saja bukan persoalan mudah bagi kita disini .","Other"
"253","Apalagi Menteri Keuangan telah memotong anggaran tahun lalu yang 133 Triliun kita bisa membayangkan bagaimana beratnya beban anggaran negara kita .","Statement"
"254","Yang kedua adalah diluar dari itu ada 1 juta tenaga honorer pula yang harus diangkat .","Other"
"255","Kalau itu kemudian juga dilakukan maka APBD akan tersedot 50% .","Suggestion"
"256","Kita bisa bayangkan betapa beratnya .","Other"
"257","Yang saya maksud sebenarnya Pimpinan disini adalah bahwa kemudian kita peduli kepada nasib K-2 itu iya .","Suggestion"
"258","Saya sudah mengatakan sejak awal sikap dan sikap fraksi saya .","Other"
"259","Tetapi pertanyaannya adalah harus ada penjelasan pula secara logis dari kita dan dari Pemerintah, dari mana uang itu .","Other"
"260","Jangan sampai mereka berharap dibayar gajinya tapi kemudian ternyata tidak maka tentu saja menjadi sebuah persoalan .","Other"
"261","Hanya ini saja yang ingin saya sampaikan kepada Pimpinan .","Other"
"262","Terima kasih .","Other"
"263","Wabillahi Taufiq Wall hidayah,Wassalamu'alaikum WarahmatullahiWabarakaatuh .","Other"
"264","KETUA RAPAT:Baik .","Other"
"265","Terima kasih Pak Akbar .","Other"
"266","Saya perlu ngasih pengumuman sedikit soal duduk ini .","Statement"
"267","Karena nanti sistem kita ini digital .","Suggestion"
"268","Begitu kita bicara nama kita, Dapil kita, dan Fraksi kita muncul di layar TV .","Statement"
"269","Jadi kalau yang duduk di tempat orang lain nanti otomatis TV-nya salah kutip .","Statement"
"270","Kan rugi Dapil dan Fraksinya .","Statement"
"271","Jadi kalau bisa mulai diatur kita duduk ditempat yang sudah disediakan maka sistem digital kita bisa membaca nanti supaya masyarakat juga salah baca ya .","Other"
"272","Tadi Pak Akbar Faizal terbaca Pak Sadudin sudah cuti orangnya,37mengundurkan diri karena maju pilkada Pak .","Other"
"273","itu saja sekedar pengumuman biar mulai pekan berikutnya kita duduk ditempat kita .","Statement"
"274","Selanjutnya Ibu Elviana .","Other"
"275","Mau interupsi?Silakan .","Other"
"276","F-PPP (Dra ELVIANA, MSi):Assalamu'alaikum Warahmatullahi Wabarakaatuh,Bapak Pimpinan dan Bapak/lbu Anggota DPR R1 yang saya hormati,Saya Elviana, PPP Dapil Jambi Nomor Anggota A-511 .","Other"
"277","Bapak/lbu yang saya hormati,Bangga dan senang hari ini seluruh tenaga honorer, bukan hanya buruh Bapak Pimpinan menaruh harapan yang besar kepada kita Anggota DPR mau merevisi Undang-llndang ASN .","Other"
"278","Dimana kami dari Dapil Jambi hampir setiap hari didatangi oleh tenaga-tenaga honor ini,Namun Pimpinan, jika seandainya tidak semua dari mereka nanti bisa diangkat menjadi PNS .","Other"
"279","Kami mohon melalui kuorum yang resmi ini .","Statement"
"280","Mohon ada perhatian khusus wabil khusus terhadap tenaga kesehatan .","Request"
"281","Tenaga bidan dan perawat Pimpinan .","Request"
"282","Mereka kuliah dengan biaya yang sangat besar .","Suggestion"
"283","Bayangkan untuk akreditasi saja .","Other"
"284","Untuk program studi-program studi yang non kesehatan itu ditanggung oleh negara Pimpinan .","Other"
"285","Sementara program studi kebidanan, kesehatan, akreditasinya dibebankan kepada mahasiswa melalui lembaga akutasi mandiri .","Other"
"286","Setelah mereka tamat, mereka hanya mendapat honor 400000, 200000 dan kadang-kadang tidak ada Jadi siap-siap juganegara kita akan krisis tenaga kesehatan .","Other"
"287","Masyarakat akan malas menitipkan pendidikan anak-anaknya ke sekolah bidan dan perawat, sementara jangankan nasional bidan dan perawat sangat kurang .","Suggestion"
"288","Oleh sebab itu disamping hari ini kita memikirkan nasib tenaga honorer untuk diangkat menjadi PNS .","Other"
"289","Melalui Pimpinan saya mohon kepada Menteri terkait, kepada Bapenas untuk merencanakan merancang perlakuan yang khusus terhadap tenaga kesehatan ini .","Other"
"290","Demikian Pimpinan .","Other"
"291","Terima kasih .","Other"
"292","Assalamu'alaikum Warahmatullahi Wabarakaatuh .","Other"
"293","KETUA RAPAT:Wa'alaikum salam Warahmatullahi Wabarakatuh .","Other"
"294","Bapak/lbu sekalian,38Saya mohon waktu untuk kita setujui ini dulu biar yang penonton ini jangan banyak tepuk tangan karena masih gugup itu .","Other"
"295","F-PKB (H YANUAR PRIHATIN, MSi):Yaitu persoalan antara lain yang menggantung, yang tidak jelas arah solusinya .","Other"
"296","Sebagaimana kita tabu adalah persoalan tenaga honorer .","Other"
"297","Undang-Undang ini harus bisa memastikan revisi HSN ini mampu menyelesaikan masalah ini .","Other"
"298","Karena kalau tidak diselesaikan dia akan terus menjadi sesuatu yang menghambat proses perkembangan birokrasi kita kedepan .","Other"
"299","Jadi catatan terbesar PKB adalah Undang-Undang ASN yang akan direvisi ini harus mampu menjamin penyelesaian sejumlah tenaga honorer yang saat ini masih belum clear .","Other"
"300","Jika perlu DPR membuat sikap politik dalam kaitan ini bahwa 2017 harus selesai .","Opinion"
"301","Arahnya harus jelas, Undang-Undang ini memberikan arah yang baik .","Suggestion"
"302","Saya kira itu garis besarnya .","Opinion"
"303","Catatan lain kita semua tahu, ASN harus mampu memberikan dukungan yang lebih hebat terhadap plat form birokrasi kita .","Other"
"304","Ini banyak aspek di ASN ini yang saya kira harus dikaji ulang, direvisi ulang, didiskusikan ulang untuk menemukan bentuk baru yang lebih baik untuk ASN kita kedepan .","Suggestion"
"305","Saya kira itu saja Pimpinan .","Request"
"306","Terima kasih .","Other"
"307","Assalamu'alaikum Warahmatullahi Wabarakaatuh .","Other"
"308","KETUA RAPAT:Baik .","Other"
"309","Selanjutnya Pak Ansory Siregar .","Other"
"310","F-PKS (H ANSORY SIREGAR, Lc):Terima kasih Pimpinan .","Other"
"311","Assalamu'alaikum Warahmatullahi Wabarakaatuh,Salam sejahtara buat kita sekalian,Yang pertama, tadi saya lihat dilayar Bapak Fadli Zon dan Bapak Agus Hermanto salah duduk .","Suggestion"
"312","Tolong ditukar itunya atau kursinya .","Suggestion"
"313","Salah duduk .","Other"
"314","Ya papan namanya ditukar atau orangnya ditukar .","Other"
"315","Kebetulan tadi Pimpinan juga mengoreksi Anggota .","Opinion"
"316","Itu yang pertama .","Other"
"317","Yang kedua, Pimpinan sebelum dulu kita sekitar 4-5 tahun yang lalu membahas RUU desa .","Other"
"318","Rancangan Undang-Undang Desa .","Other"
"319","Dimana kita didemo oleh Kepala-kepala desa dari seluruh Indonesia .","Other"
"320","Dan pada waktu itu Pemerintah sangat takut .","Other"
"321","Alasannya sama dengan yang sekarang, tidak ada duit, tidak ada duit, tidak ada duit .","Suggestion"
"322","Padahal waktu itu desa membutuhkan dari 37 sampai 38 Triliun .","Suggestion"
"323","Tapi karena pada waktu itu kita desak duit ada, duit ada, duit ada .","Other"
"324","Akhirnya kita undangkan, toh sekarang juga39Alhamdulillah RUU Desa tersebut sudah diundangkan 2 tahun .","Other"
"325","Dan bahkan desa-desa diseluruh Indonesia sekarang ini sangat bagus .","Other"
"326","Nah sekarang mengenai ASN, Ada lagi alasan yang gitu-gitu saja .","Other"
"327","Tidak ada duit, tidak ada duit .","Other"
"328","Memang disebutkan juga dibeberapa media, medsos atau juga dari Pemerintah Butuh uang 23 Triliun per tahun Ada 430000 K-2 yang akan di PNS-kanMereka kan rakyat .","Statement"
"329","Kalau uang itu untuk mereka tidak apa-apa, kan mengurangi pengangguran juga yang .","Statement"
"330","Saya di Komisi IX .","Other"
"331","Saya di Komisi IX yang sudah pusing 1000 keliling untuk mengatasi pengangguran ini Ketua .","Statement"
"332","Nah ini daripada kita, bukannya 200 Triliun untuk BUMN-BUMN itu .","Other"
"333","Ini Cuma 23 Triliun kok .","Other"
"334","Ada duit itu .","Other"
"335","Sekali lagi ada .","Other"
"336","Jadi tidak ada alasan .","Other"
"337","Jadi jangan alasan yang itu .","Other"
"338","Jadi saya tidak masuk diakai saya tidak ada duit-tidak ada duit .","Other"
"339","Ada .","Other"
"340","Banyak kok .","Other"
"341","Ada duit di beberapa departemen juga .","Other"
"342","Yang dihambur-hamburkan, di mubajirkan .","Other"
"343","Ini untuk rakyat kecil kita .","Statement"
"344","Yang mana mereka sudah menunggu puluhan tahun untuk jadi PNS .","Statement"
"345","Jadi kita berpihak kepada rakyat ya .","Suggestion"
"346","Itu saja Pimpinan .","Other"
"347","Terima kasih .","Other"
"348","Assalamu'alaikum Warahmatullahi Wabarakaatuh .","Other"
"349","KETUA RAPAT:Wa'alaikum salam Warahmatullahi Wabarakatuh .","Other"
"350","Selanjutnya Pak Chairul Saleh kami persilakan .","Other"
"351","F-GERINDRA (HAERUL SALEH, SH);Pimpinan, beserta rekan-rekan Anggota yang saya hormati,Assalamu'alaikum Warahmatullahi Wabarakaatuh,Salam sejahtera untuk kita sekalian,Saloom,Om Swastiastu, name budaya .","Other"
"352","Terkait dengan agenda Sidang Paripurna kita ini .","Other"
"353","Ini berkaitan dengan fungsi legislasi tentunya .","Statement"
"354","Kami hanya menyegarkan bahwa periode 2015-2019 ini kita sudah menetapkan target 160 Prolegnas yang akan kita bahas dan akan kita selesaikan .","Statement"
"355","Namun pada prosesnya kita semua tahu bahwa sampai hari ini .","Statement"
"356","Contoh misalnya di Komisi XI .","Other"
"357","Kami di Komisi XI dari 6 Rancangan Undang-Undang yang seharusnya menjadi tugas kami untuk diselesaikan di Tahun 2016 hanya ada 2 Rancangan Undang-Undang yang sempat terbahas dan ada 1 yang sudah ditetapkan sebagai Undang-Undang .","Other"
"358","Nah artinya apa?","Other"
"359","Kalau kita bicara target, hal ini kelihatannya akan jauh dari apa yang kita harapkan .","Other"
"360","Apa yang menjadi masalah?","Other"
"361","Kalau menurut kami, ini ada pada konstitensi daripada kita semua sebagai pengusul atau yang memiliki kewenangan dalam membahas Undang-Undang ini maupun dari Pemerintah itu sendiri .","Other"
"362","Artinya apa?","Other"
"363","Kami mengharapkan agar supaya pelaksanaan fungsi legislasi ini bisa40berjalan secara efektif maka kami meminta forum yang terhormat ini agar mendesak Komisi-komisi untuk segera merampungkan tugas-tugasnya dan mendesak kepada Pemerintah agar konstiten untuk memenuhi waktu dalam pelaksanaan pembahasan Rancangan Undang-Undang,Yang kedua mungkin .","Statement"
"364","Yang paling penting juga adalah bagaimana kita melakukan revisi atau perbaikan terhadap mekanisme proses dan mekanisme pembahasan Undang-Undang tersebut .","Statement"
"365","Sebab yang ada hari ini kita semua tentu tahu bahwa yang ada hari ini sangat tidak efektif .","Other"
"366","Kita baru membahas 1 Rancangan Undang-Undang makan waktu 3 bulan .","Suggestion"
"367","Kita masuk lagi membahas APBN, setelah APBN tidak ada lagi waktu untuk membahas Undang-Undang .","Other"
"368","Artinya 1 tahun 1 Komisi satu Rancangan Undang-Undang sudah sangat syukur bisa diselesaikan .","Other"
"369","Bagaimana mungkin kita bisa mencapai target 160 Prolegnas untuk diselesaikan .","Other"
"370","Kemudian yang terakhir, selain daripada ASN yang juga merupaka konsen kami dari Fraksi Gerindra sebetulnya ada hal disekitar kita yang kita lupakan yang saat ini masih tergantung nasibnya yaitu Pamdal .","Other"
"371","Pamdal sampai hari ini, Lembaga Negara, Lembaga Tinggi Negara, kita ini masih diawasi, masih dijaga oleh para pegawai- pegawai outsourcing yang tidak jelas masa depannya .","Request"
"372","Oleh karena itu kami meminta kepada forum yang terhormat ini agar tidak melupakan mereka yang senantiasa menjaga dan melindungi keamanan dan menjaga kondusifitas lembaga kita yang terhormat ini .","Request"
"373","Demikian Pimpinan yang bisa kami sampaikan .","Request"
"374","Assalamu'alaikum Warahmatullahi Wabarakaatuh .","Other"
"375","KETUA RAP AT:Wa'alaikum salam Warahmatullahi Wabarakatuh .","Other"
"376","Ini ada 4 lagi ini .","Opinion"
"377","Pak Abdul Malik saya persilakan .","Opinion"
"378","F-PKB (ABDUL MALIK HARMAIN, MSi):Assalamu'alaikum Warahmatullahi Wabarakaatuh,Salam sejahtera buat kita semua,Yang saya hormati Pimpinan DPR Rl,Yang saya hormati semua Anggota DPR Rl yang hadir dalam Sidang Paripurna ini,Pimpinan yang saya hormati,Saya Malik Harmain dari Dapil II Probolinggo Pasuruan .","Other"
"379","Kebetulan periode yang lalu saya menjadi Anggota Panja Honorer di Komisi II .","Other"
"380","Jadi In Shaa Allah saya akan memberikan catatan dan saya kira rekomendasi kepada teman-teman para Anggota yang menjadi Anggota Panja nanti untuk revisi Aparatur Sipil Negara .","Statement"
"381","41Yang pertama Pimpinan, adalah waktu itu kita membuat PP 48 .","Statement"
"382","Salah satu isi PP 48 itu adalah mengkategorikan honorer .","Statement"
"383","Waktu itu menjadi 4 kategori .","Other"
"384","Yang pertama adalah kategori 1, kategori 2, kategori 3, dan kategori 4 .","Statement"
"385","Kategori 1 jelas Pimpinan syarat-syaratnya .","Statement"
"386","Dan kategori 1 yang masuk honorer masuk kategori 1 maka diangkat secara otomatis menjadi PNS (Pegawai Negeri Sipil) atau ASN .","Statement"
"387","Nah ternyata Pimpinan sampai sekarang untuk yang kategori 1 itu Pemerintah belum 100% menyelesaikan .","Statement"
"388","Masih banyak pengaduan disana-sini dibeberapa daerah yang orang masuk kategori 1 itu belum selesai (belum diangkat menjadi PNS atau ASN .","Other"
"389","Itu yang pertama .","Other"
"390","Yang kedua Pimpinan, kategori 2 kita bersepakat waktu itu di PP 48 bahwa kategori 2 atau K-2 itu di tes sesame K-2nya .","Other"
"391","Kesimpulannya adalah ada yang diterima ada yang tidak diterima .","Statement"
"392","Yang diterima pun itu sampai sekarang juga belum tuntas 100% .","Statement"
"393","Sekali lagi forum ini saya kira harus meminta kepada Pemerintah untuk menyelesaikan K-2 yang sudah diterima .","Other"
"394","Yang ketiga Pimpinan, Undagn-Undang ini perlu mengakomodasi, memberikan payung hukum kepada K-2 .","Other"
"395","Yang pertama kepada K-2 yang belum diterima atau belum lulus .","Statement"
"396","Saya kira ini menarik Pimpinan .","Other"
"397","Kenapa?","Other"
"398","K-2, baik K-1 maupun K-2 yang diterima atau tidak diterima itu sama pengabdiannya .","Other"
"399","Tahun kerjanya sama, lama kerjanya sama .","Other"
"400","Bahkan mereka diangkat oleh instansi yang sama .","Other"
"401","Tetapi karena tidak diterima maka kemudian K-2 yang tidak diterima sampai sekarang belum ada payung hukumnya .","Other"
"402","Ini kesempatan bagi teman-teman bagi Anggota untuk memberikan payung hukum dalam revisi Undang-Undang itu, memberikan payung hukum kepada K-2 yang tidak diterima .","Other"
"403","Itu catatan pertama saya .","Other"
"404","Catatan kedua saya Pimpinan, bahwa ada kategori K-3 .","Other"
"405","Bedanya sebetulnya K- 3, K-2, dan K-1 itu adalah pengangkatnya berbeda .","Other"
"406","Kalau K-1, K-2 itu diangkat oleh Pejabat yang berwenang, maka K-3 dan K-4 tidak diangkat oleh Pejabat yang tidak berwenang .","Other"
"407","Yang disebut Pejabat berwenang itu bisa Bupati, bisa Kepala Daerah atau jabatan diatasnya .","Other"
"408","Padahal Pimpinan, baik K3, K-4, maupun dengan K-2 dan K-1 itu sekali lagi tahun diangkatnya sama .","Other"
"409","Yang ketiga pengabdiannya sama .","Other"
"410","Karena itu saya minta Undang-Undang atau revisi ASN ini harus memberikan payung hukum kepada K- 3 untuk diangkat menjadi PNS .","Other"
"411","Terakhir Pimpinan bahwa ada K-4 .","Other"
"412","Kemudian-4 ini sebetulnya beda tipis dengan K-3 dan menurut saya sebetulnya bisa Pemerintah mengangkat juga kategori 4 .","Other"
"413","Karena itu pimpinan sekali lagi menurut saya, yang harus direvisi, yang harus dicantumkan dalam revisi ASN itu adalah yang pertama pasti revisi itu memberikan payung hukum pengangkatan kepada K-2 pengangkatan yang tidak diterima .","Other"
"414","Kedua adalah revisi harus memberikan payung hukum kepada K-3 dan K-4 itu baru kemudian revisi .","Other"
"415","Terakhir Pimpinan, masalah kemudahan anggaran .","Opinion"
"416","Saya kira itu lagu lama .","Other"
"417","Pemerintah dari dulu selalu kemudian menjaga keseimbangan anggaran .","Other"
"418","Padahal sekali lagi, baik K-1 maupun K-4 semuanya punya pengabdian, semuanya punya kontribusi untuk mengajar dan untuk pengabdian kepada Pemerintah .","Other"
"419","Terutama K-1 maupun K-4 yang menjadi guru ataupun menjadi penyuluh tani maupun penyuluh agama dibeberapa daerah .","Request"
"420","Menurut saya inilah momentum kita semua fraksi untuk bersepakat agar sekali lagi semua kategori dan honorer itu harus diberikan payung hukum dan diangkat sebagai PNS oleh negara ini .","Suggestion"
"421","Terima kasih Pimpinan .","Other"
"422","42KETUA RAPAT;Yang terakhir saya mengharap kita menutup dengan interupsi dari Ibu Rieke Diah Pitaloka juga tentu sekaligus mewakili salah seorang pengusul .","Other"
"423","Kami persilakan Ibu Rieke .","Other"
"424","F-PDIP (RIEKE DIAH PITALOKA, M Hum);Terima kasih Pimpinan .","Request"
"425","Assalamu'alaikum Warahmatullahi Wabarakaatuh,Salam sejahtera bagi kita semua,Pertama kali saya ingin mengucapkan terima kasih, beribu terima kasih kepada Pimpinan dan seluruh Anggota DPR Rl yang pada hari ini telah menyepakati revisi Undang-Undang ASN sebagai RUU Inisiatif DPR .","Request"
"426","Kami mengerti ada beberapa masukan yang itu tentu saja tidak akan berhenti pada hari ini karena dalam mekanisme pembuatan Undang-Undang masih ada mekanisme yang panjang yang harus kita tempuh untuk menyelesaikan revisi ini menjadi Undang-Undang .","Request"
"427","Oleh karena itu saya berharap juga tidak ada aura untuk menakut-nakuti bahwa ini adalah persoalan beban keuangan negara dan sebagainya .","Opinion"
"428","Sidang Paripurna yang kami muliakan,Bahwa kita datang di pilih oleh rakyat .","Opinion"
"429","Bahwa ini adalah persoalan bukan persoalan orang per orang .","Statement"
"430","Ini adalah persoalan mereka yang tersebar di seluruh Indonesia yang bekerja di garda-garda terdepan dibidang kesehatan, dibidang pendidikan, penyuluh, pertanian, perikanan dan juga termasuk inseminator yang selama ini nasibnya tidak diperhatikan .","Other"
"431","Mereka telah bekerja bertahun-tahun, dikontrak bertahun-tahun dengan upah yang kurang layak .","Other"
"432","Oleh karena itu menurut saya .","Statement"
"433","Dan saya harap mendapatkan dukungan dari DPR Rl tentu saja karena ini bukan persoalan Dapil perorangan .","Statement"
"434","Kita Anggota DPR yang telah dipilih oleh rakyat dan saya sangat menyakini bahwa Anggota DPR Rl yang telah dipilih oleh rakyat mewakili rakyat dari daerah pemilihannya dan saya menyakini persoalan anggaran ini nanti juga akan dibahas dengan Anggota DPR Rl yang membidangi anggaran .","Statement"
"435","Katakaniah saya tidak tahu data dari mana 23 Triliun .","Statement"
"436","Kita tidak bisa berasumsi .","Other"
"437","Ini persoalan nasib orang .","Other"
"438","Ini persoalan rakyat yang hidup .","Other"
"439","Tapi kalau memang mau dikatakan ini adalah persoalan negara keberatan 23 Triliun per tahun .","Other"
"440","Mari kita hitung .","Other"
"441","APBN kita sekarang ini kurang lebih 2000 Triliun .","Other"
"442","Jika harus mengeluarkan .","Other"
"443","Jika, karena ini belum angka pasti .","Other"
"444","23 Triliun artinya 1 koma sekian persen .","Other"
"445","Maksimal 2%, apakah negara tidak ingin memberikan 2% kepada mereka yang bekerja di garda-garda terdepan dan mereka yang menjalankan program pemerintahan di garda terdepan .","Other"
"446","Infak saja 2,5% Pak .","Other"
"447","Masa 1% untuk rakyat yang bekerja menjalankan program pemerintah keberatan .","Suggestion"
"448","43Jadi saya kira ini persoalan yang nanti akan kita lanjutkan dalam pembahasan .","Suggestion"
"449","Tadi sudah ada beberapa masukan dari rekan-rekan Anggota .","Suggestion"
"450","Saya sungguh sangat mengapresiasi .","Other"
"451","Politik anggaran berbasis pada politik legislasi .","Opinion"
"452","Tanpa ada politik legislasi atau payung hukum tidak mungkin 1 Rupiah pun bisa keluar karena itu artinya korupsi .","Other"
"453","Oleh karena itu saya mohon dukungan terutama kepada Pimpinan DPR, Marilah kita melanjutkan dengan tahap berikutnya .","Other"
"454","Mohon bantuan untuk segera berkirim surat kepada Presiden dan mari kita dukung Bapak Jokowi untuk segera membawa surat Pimpinan DPR mengeluarkan Surpres dan memerintahkan Menteri terkait untuk membahas dengan DPR .","Statement"
"455","Pada saat itulah mari kita mencari solusi .","Other"
"456","Ini bukan persoalan menang-kalah .","Other"
"457","Persoalan rakyat bukan persoalan menang-kalah .","Other"
"458","Oleh karena itu saya mohon dukungan dari seluruh Anggota DPR Rl .","Request"
"459","Dan sekali lagi saya mengucapkan terima kasih atas nama honorer, Apapun statusnya itu, pegawai tidak tetap dari negara yang telah mengabdi kepada negara .","Request"
"460","Saya mohon dukungan dan terima kasih kepada DPR Rl .","Statement"
"461","Terima kasih .","Other"
"462","Wallahu muafiq ilia aqwa mithoriq,Wassalamu'alaikum Warahmatullahi Wabarakaatuh .","Other"
"463","KETUA RAP AT:Wa'alaikum salam Warahmatullahi Wabarakatuh .","Other"
"464","Bapak/lbu sekalian,Saya kira cukup jelas tadi semua interupsi kita memberikan masukan .","Statement"
"465","Dan sebagaimana prosedurnya nanti setelah hari ini kita sahkan .","Other"
"466","Segera kira akan berkirim surat kepada Presiden untuk memberitahukan bahwa Rancangan Undag-Undang usulan dari DPR ini telah disetujui oleh Paripurna dan meminta agar Presiden segera mengirimkan tim atau melalui amanat Presiden atau surat Presiden mengirimkan tim dan juga Daftar Inventarisasi Masalah yang akan dibahas dengan nanti Pansus atau Komisi yang terbentuk .","Other"
"467","Yang kita harapkan segera .","Other"
"468","Kalau soal uang saya kira banyak yang pintar bicara tentang uang dari Anggota Dewan .","Statement"
"469","Ini termasuk tadi Ibu Rieke .","Other"
"470","Apa perlu Menteri Keuangan atau Menteri BUMN nanti diusulkan oleh DPR .","Statement"
"471","Kita tidak tahu nanti .","Other"
"472","Saya kira cukup ya dari interupsi?Ada lagi?","Other"
"473","satu lagi ya?Pak Khotibul, kami persilakan .","Other"
"474","F-PD (KHATIBUL UMAM WIRANU, M Hum):Terima kasih .","Other"
"475","Assalamu'alaikum Warahmatullahi Wabarakaatuh,44Saya Khotibul Umam Wiranu, Fraksi Partai Demokrat .","Other"
"476","KETUA RAPAT:Salah duduk lagi Pak .","Other"
"477","F-PD (KHATIBUL UMAM WIRANU, M Hum):lya .","Other"
"478","Kebetulan tempat duduknya lebih nyaman disini .","Other"
"479","Dapil VIII Jawa Tengah Kabupaten Banyumas dan Kabupaten Cliacap .","Other"
"480","Terima kasih Saudara Pimpinan dan Saudara-saudara Anggota DPR .","Other"
"481","Pertama, tentu saja Fraksi kami fraksi Partai Demokrat memberikan dukungan sepenuhnya terhadap revisi Undang-Undang Aparatur Sipil Negara ini dengan beberapa catatan penting yang mungkin tadi sudah sebagian disampaikan oleh Anggota yang lain .","Other"
"482","Tetapi ada beberapa yang belum .","Other"
"483","Pertama, selain masalah 400000 kategori 2 yang dulu di Komisi II sudah pernahdiputuskan dalam satu keputusan bersama antara Menteri Aparatur Sipil Negara, Pemerintah, Menteri Keuangan dan Komisi II, itu sebagian dari mereka belum diangkat saya kira itu bagian penting dari pasal-pasal yang harus dituangkan secara eksplisit dalam revisi Undang-Undang ini .","Other"
"484","Yang kedua, ada banyak guru-guru agama yang honorer yang sudah melampaui batas syarat minimal 10 tahun mengabdi kepada negara itu jumlahnya juga harus kita perhatikan untuk segera dimasukkan didalam usulan revisi ini masuk menjadi calon PNS .","Other"
"485","Supaya jelas, karena di Departemen Agama masih menunggak 5 Triliun untuk membayar gaji guru swasta agama yang di Departemen Agama .","Other"
"486","Mereka sudah mengabdi lebih dari cukup untuk memenuhi syarat sebagai PNS .","Other"
"487","Ini juga harus menjadi bagian yang tidak boleh ditinggalkan didalam revisi Undang-Undang ASN yang kita setujui ini .","Statement"
"488","Yang ketiga, ada 36 Triliun kalau tidak salah di Komisi X kemarin diumumkan oleh Kementerian Keuangan yang uangnya tidak terpakai untuk guru-guru impasing .","Statement"
"489","Pertanyaan sederhana, sebenarnya uang untuk guru itu pasti ada .","Statement"
"490","Pertanyaannya adalah soal administrasi pemerintahan kita terhadap calon CPNS yang sudah menjadi honorer serta verifikasi yang sedang dilakukan oleh BPKP tidak selesai-selesai, inilah yang menjadi kendala .","Other"
"491","Karena itu saya kira Pak Pimpinan juga harus tahu bahwa bukan tidak ada uang .","Other"
"492","Tetapi manajemen administrasi pendaftarannya yang belum clear .","Other"
"493","Karena itu saya kira tidak perlu ada argumentasi bahwa karena kita tidak punya uang anggaran untuk guru .","Suggestion"
"494","Saya kira dari 450 Triliun APBN yang 20% dari APBN nasional saya kira prioritas yang harus kita pikirkan adalah bagaimana mereka .","Suggestion"
"495","Maksud saya para guru honorer maupun yang sudah memenuhi syarat menjadi CPNS segera diangkat dan menjadi bagian tak terpisahkan dari pasal-pasal dalam RUU ASN yang akan kita revisi .","Suggestion"
"496","Saya kira 4 point itu Pimpinan .","Suggestion"
"497","Terima kasih atas waktunya .","Other"
"498","Wallahu muafiq ilia aqwa mithoriq,Wassalamu'alaikum WarahmatullahiWabarakaatuh .","Other"
"499","45KETUA RAPAT:Baik .","Other"
"500","Saya kira interupsi kita cukupkan .","Other"
"501","Kita lanjutkan ke acara berikutnya .","Other"
"502","Nanti kita akan bahas lebih lanjut didalam Baleg atau didalam Pansus yang terbentuk .","Other"
"503","Terima kasih .","Other"
"504","Sidang Dewan yang kami hormati,Marilah kita memasuki acara ke-3 Rapat Paripurna hari ini yaitu penetapan kembali tim, Tim yang sebagaimana berikut ini .","Statement"
"505","Tadi sudah saya bacakan juga .","Other"
"506","Pertama, tim pengawas DPR Rl terhadap perlindungan tenaga kerja Indonesia khususnya tenaga kerja di luar negeri .","Opinion"
"507","Sebab kita tahu ada banyak sekali masalah di berbagai belahan dunia yang harus dipantau .","Other"
"508","Yang kedua, tim implementasi reformasi DPR Rl sebagai kelanjutan dari project kita untuk mengimplementasikan konsep parlemen modern .","Request"
"509","Kami melaporkan juga tadi pagi Ketua DPR dan Pimpinan lainnya meresmikan penggunaan nama dan logo baru sistem pendukung DPR yaitu dari Sekretariat Jenderal menjadi Sekretariat Jenderal dan Badan Keahlian DPR .","Request"
"510","Sebab menurut Undang-Undang MD3 kita yang baru dan Peraturan Presiden Nomor 37 Tahun 2015, Presiden telah mengeluarkan peraturan tentang kelembagaan Sekjen dan Badan Keahlian sebagai kelembagaan yang setara .","Request"
"511","Yang ketiga, tim pemantau DPR Rl terhadap pelaksanaan beberapa Undang- Undang yaitu Undang-Undang Nomor 11 Tahun 2006 tentang Pemerintahan Aceh .","Statement"
"512","Kemudian Undang-Undang Nomor 21 tentang Otonomi Khusus Provinsi Papua, serta pelaksanaan Undang-Undang Nomor 13 Tahun 2012 tentang Keistimewaan Yogyakarta .","Statement"
"513","Yang keempat adalah yang sudah ditanyakan tadi tentang pemantauan evaluasi usulan program daerah pemilihan .","Other"
"514","Yang kelima adalah tim tentang penguatan diplomasi parlemen sebagaimana tadi disebutkan juga oleh Ibu Nurhayati sebagai Ketua Badan Kerjasama Antar Parlemen .","Other"
"515","Dan yang terakhir adalah tim pengawas DPR Rl tentang pembangunan wilayah perbatasan .","Other"
"516","Karena kita tahu juga bahwa Undang-Undang tentang daerah perbatasan kita belum ada dan melalui tim ini kita sedang merintis dibentuknya Undang-Undang tentang wilayah perbatasan kita .","Other"
"517","Sesuai hasil dari keputusan Rapat Konsultasi pengganti Rapat Bamus DPR Rl antara Pimpinan DPR dan Pimpinan Fraksi tanggal 18 Januari bahwa ke-6 tim tersebut diumumkan dan disetujui dalam Rapat Paripurna DPR maka berkenaan dengan hal tersebut kami menanyakan kepada seluruh Anggota DPR Rl yang hadir pada hari ini, apakah keenam tim tersebut dapat dilanjutkan masa kerjanya?Setuju?(RAPAT: SETUJU)Terima kasih Bapak/lbu sekalian .","Statement"
